,id,suggestion,author,date_created,last_upvoted,comments,status,votes,Description
233,186420,Pin profile,Owen,"19 May, 2021",08 Feb,0,Under consideration,3,"Allows user to hold a profile on the app while it's closed so that same profile appears upon reopening. I found myself wanting to be able to do this as I had run out of messages and wanted to message someone, but wasn't able to until later, and the app was either closed or it refreshed (don't remember which) and there was a new profile in place when I opened the app again."
234,184920,Fix mexicos line,Kellen DeAlba,"12 May, 2021",03 Jul,0,Under consideration,3,"Beautiful Tacos and Beautiful Mexico is not the best way to describe the people of the country. It sounds like people are food, plus tacos is not the National dish, it's good food but street food."
235,183203,Display distance,DJ,"03 May, 2021","26 Jun, 2021",0,Not planned,3,A feature that tells you how far this person is from you.  It would be nice to not have to switch back and forth between google maps and mutual to see if the distance is worth swiping up.
236,182927,Dont allow blurry pictures,Lynette Olsen,"01 May, 2021",12 Mar,0,Not planned,3,It's frustrating to try to see if you would be attracted to a person when they uploaded blurry pictures of themselves
237,182641,Location in english,Theo,"29 Apr, 2021",03 Jul,0,Planned,3,I keep my phone in my mission language (Mandarin) so the app shares my location in Chinese. I've changed the app setting to English but I haven't been able to figure out how to get my location to be in English. Not sure if this is a new feature or a bug to be fixed. But I would love to see a change
238,180019,Stop scrolling to the top after click on a conversation and hit the back button,Gianny Ice,"18 Apr, 2021",09 Jun,0,Bug,3,"It's pretty annoying when I'm going through my list of conversations, click on one to read or respond, and then get sent back to the top of my conversations list. I then have to scroll down until I find where I was at. It should remember your scroll position so when you hit the back button from a conversation, it doesn't jump to the top."
239,318607,Change the school feature,Bryant,27 Jul,27 Jul,3,In Development,2,OK this is really stupid that you have to either choose 'no college' or say that you have a degree. It's just confusing. I wish that it would have an option for 'currently attending' or some other option  people can see that I'm going to Utah state but it doesn't look like I'm a drop out or something because it says 'No College- USU'
240,310243,Get premium message in red,Andrea,22 Jun,22 Jun,2,In Development,2,Every time I chat with someone' the message ' get premium' appears in red under my messages. It makes me think people cannot read my messages
241,287457,Purchased notes fail,Jon,23 Mar,23 Mar,2,Bug,2,I purchased notes and I'm unable to send them. I see this as a liability on a purchase that has zero validity
242,269463,See whos in your general area,Ty,07 Jan,15 Apr,1,Not planned,2,The idea is to see whos in your area within lets say 10 miles. But you get to see whos close to you without obviously saying exactly where your at. Other dating apps does this.
243,263297,Comment on peoples photos,Nicholas allen,"19 Dec, 2021",16 Jan,1,Planned,2,See people who like you based on photo comments
244,221738,Add a date andor version number when suggestions get added,Taylor,"05 Oct, 2021",03 Jul,1,Done,2,When you guys mark a suggestion as done or especially a bug as fixed could you put when you added it or what version it's in? Some things have been marked as done or fixed but don't match up with how the app is.
245,198661,Only have suggested people in the age range i chose,Kell,"20 Jul, 2021","06 Aug, 2021",1,Bug,2,"I keep getting the 'it's your lucky day... find out who likes you'. Everytime I click on it, the person is well out of my age range... sometimes by 20 years and I know my filter doesn't include ages that high, making the knowledge of finding out who likes me irrelevant."
246,195218,Height in high heals,Linda Manqana,"02 Jul, 2021",16 Jan,1,Not planned,2,"Not that I'm short! But imagine if you can create an icon that Sisters can use to add their height in heals! '? the kind that Sister wear at weddings and church.  So this would require Sisters to include their height in as part of their profile.  I wouldn't want to be the guy with the Tall Sister in the room, I'm looking for my potential wife!"
247,170171,Bug on the verification,Mel,"16 Mar, 2021",03 Jul,1,Planned,2,"I swipe down on a profile that's been verified, but when I try to go back, the verification check is gone. It was doing that with a lot of the profiles."
248,169988,Por favor pongan el precio de la aplicacion segun el pais eso ayudaria mucho,JosÃ© GÃ³mez,"16 Mar, 2021","04 Jul, 2021",1,Bug,2,Pierden personas por que ellas se confunden si el precio es en d??lares o en la moneda de su pa??s.
249,317938,Login with email,Brett,23 Jul,01 Aug,0,Under consideration,2,"Hello, people can not login because their Facebook account is locked for months. Additionally in Brazil we often do not receive SMS so logging in by phone doesn't work either. Please allow logging in by email or Google account as these are much more reliable and commonly used. I've lost many months of Mutual because of the situation and won't upgrade until it's sorted, thanks!"
250,308312,Unmatch no reason option,Amanda Fisher,15 Jun,07 Jul,0,In Development,2,"Why was the ""no reason"" option removed for unmatching? I don't want to report a person, sometimes you match accidentally, or are no longer interested."
251,308118,Dont make photos full screen,lana,14 Jun,10 Jul,0,Not planned,2,Photos get distorted and don't look good when they're stretched to full screen.
252,307254,Show a countdown until you get more swipes,Jonathan Hansen,11 Jun,09 Aug,0,Planned,2,If there's gonna be a daily swipe limit anyway there needs be a timer that counts down until you get more swipes it's only fair
253,302955,Randomized question,Austin,26 May,19 Jul,0,Under consideration,2,Have an option to ask a random question to the other person or them to you.
254,297801,Send a mutual dates suggestion in a note,Joshua,05 May,21 Jul,0,Under consideration,2,It'd be really nice to be able to send a note that says hey do you want to go get ice cream? with a link to the mutual date showing the place. I could even see bundling buying a mutual date with a free note  sending the date idea
255,296298,Change the x to something else,Maz,29 Apr,09 Jul,0,Under consideration,2,"I guess confused between the two X's when reading profile info. I often hit the X bottom left when I just want to go back to photos, accidentally ""down swiping"" a profile"
256,293650,Badge if someone is on mutualup,Adam,17 Apr,11 Jun,0,Under consideration,2,I want to see what users are on MutualUp as I'm swiping.
257,286802,Liking or hearting individual photos,Caio,19 Mar,10 Jul,0,Done,2,Hearting individual photos can be used as a flirting tool without skipping up necessarily but usually both probably will happen
258,277445,Move bring everyone back away from undo last action it has wasted so many hours ,Robbie,03 Feb,05 Jul,0,Planned,2,If a person selects 'bring everyone back' please add a confirmation of 'are you sure'.  My phone slipped and I accidentally selected it and it has literally wasted hours of my time. I intended to push 'undo last action'.
259,253888,Filter career type,Joel,"04 Dec, 2021",28 May,0,Under consideration,2,"A filter to show what type of job or industry the user works in. Examples include medical, legal, business, IT, engineering, etc. The main intent of this filter is to avoid persons working in substantially different job industries such as in entertainment or culturally based jobs like music, fashion, food, beauty, etc."
260,229852,Move to archive,Hayden,"03 Nov, 2021",25 Jul,0,Under consideration,2,Sometimes your match inbox gets super clustered with people that don't respond or the conversation ended (for good or bad) it would be nice to move those people to the archive before waiting a month
261,228666,Communities,Moses Lotulelei,"27 Oct, 2021",05 Jan,0,Under consideration,2,"Allow people to create groups or communities. (stakes maybe?) that others can join. These communities would allow people who joined to match with others in the community and would act as a sort of additional filter. Maybe certain communities are geo-fenced or have passwords or approvals?For example, someone could join 'BYU Idaho' and would only be able to join there if they are within 25 miles... Or if you tried to join a ""45-60 LDS Singles"" group, you would have to be approved possibly by an admin or something of the group...Or they could be just locations around the world that anyone can join to meet others. Kinda like a more static version of ward hop that includes more hotspot locations than just Provo, Rexburg, etc."
262,221465,Chat refresh,Austin,"03 Oct, 2021","12 Nov, 2021",0,In Development,2,There should be a refresh option in the chat so we don't have to close the app and reopen it to see if someone responded.
263,220166,New update,ClassyLady,"28 Sep, 2021","17 Oct, 2021",0,Under consideration,2,You're new update covers faces!
264,205017,Inactive accounts,andrade,"28 Aug, 2021","12 Nov, 2021",0,Done,2,freeze inactive accounts for more than six months
265,204124,Potentially pending,Jackson,"23 Aug, 2021","17 Dec, 2021",0,Done,2,"If you meet someone that is great, and you start dating, it would be nice to be able to deactivate your account without deleting. Just a temporary disabling just in case it works out."
266,203820,Make the ward hop indicator on a profile clearer,Tay,"19 Aug, 2021","29 Dec, 2021",0,Under consideration,2,"First, thanks for adding a thing to show you're ward hopping! But it's not overly clear though, like is the location listed where they actually are or where they're ward hopping to? Maybe have it show 'this is their home location' and then 'this is where they're visiting'"
267,200575,Paid user or not,David,"28 Jul, 2021",16 Jan,0,Not planned,2,Something that indicates if the users are paid members.From what I understand if not a paid member can't see who liked you.
268,197641,Being back lucky you,Mike,"13 Jul, 2021",03 Jul,0,Bug,2,"We used to be shown who likes us, without upgrading to Mutual Up (once a week).  A pop up that read 'lucky you' would then show you who already has swiped up.  Why was that taken away & will it return?"
269,195211,How many times someone has viewed your profile,Courtney,"02 Jul, 2021",07 Jul,0,Not planned,2,How long said individual continues to look at your profile.   How many times do they come back.
270,194008,This group is awesome,Jackline Akao,"25 Jun, 2021","07 Aug, 2021",0,Done,2,I am so grateful to be a part of this awesome group. I am enjoying it already for the shorter time I've been in it.
271,193355,Fix matches ive never approved of,M franco,"23 Jun, 2021",21 Jul,0,Bug,2,I get matches every once in a while with individuals I either have never seen on mutual before or swiped down on
272,192604,Swipe up on all button,Chad,"19 Jun, 2021","24 Jun, 2021",0,Under consideration,2,Add a button to swipe up on all profiles at once.
273,192540,Outside preferred radius,Moses,"18 Jun, 2021",07 Jul,0,Done,2,No one outside of your preferred radius can view your profile.
274,190903,Fix instagram photos,Anonymous,"12 Jun, 2021","24 Nov, 2021",0,Bug,2,"Most images are being cropped once you enlarge them. It often crops the people in the pictures  I think it has to do with the aspect ratio of an image. Since most images don't fit the phone screen perfectly, the app fits the most it can and crops the rest. You could add padding so we can see the entire image."
275,189233,See when your message is seen,Joseph Uzoho,"05 Jun, 2021","01 Aug, 2021",0,Done,2,
276,187200,Tutorial,Sweet Sue,"25 May, 2021","23 Jun, 2021",0,In Development,2,"You should have a short tutorial/video on how to use your app, what all the icons mean and  what you can and cannot do on the app."
277,184450,Calendar feature,Kat,"10 May, 2021","23 Jun, 2021",0,Not planned,2,Have a way to put times you'd be open to going on a date. This would make it easier to coordinate when to do a date.
278,183875,Ideal timeline,Sassafrass,"06 May, 2021",09 Aug,0,Not planned,2,"It'd be cool to have a gauge (maybe a slider bar) where users can indicate how long they feel like two people should talk  before going out. Sometimes someone will want to chat for weeks, which is fine but it'd be nice to know that they do actually want to go out and aren't here just looking for penpals."
279,182877,A wall to talk like on facebook,Grace-Caroline,"30 Apr, 2021",07 Jul,0,Not planned,2,A wall were we can exchange without having to juge someone based on is profile picture...
280,181427,Fix filter distance,Gustavo Reyes,"24 Apr, 2021",02 Apr,0,Bug,2,I have suggestions from Asia being in America and having like 50 milles on my filter.
281,175958,Unlimited blocks,Cory,"02 Apr, 2021","09 May, 2021",0,Bug,2,"There are a lot of profiles with really low standards in my opinion (I.e., they are free to post immodest photos but I do not want to see them), and the app doesn't let me block all of them, so eventually they show up again."
282,174982,Create a support for huawei app gallery,EfraÃ­m LÃ³pez CÃ³rdoba,"30 Mar, 2021","10 May, 2021",0,Under consideration,2,"Like you know, Huawei since 2020 they don't support the Google services, I recently change my phone and I'm not able to use mutual on my brand new Huawei Phone"
283,319175,Display dating commitment level like before,Zerin King,29 Jul,29 Jul,1,Done,1,"One of the first things I check is their dating style if they're casual or looking for marriage, I don't want to waste their time if they're looking to get married and I'm just in it for the ice cream."
284,319125,Cant see whete they went on a mission,Rachel,28 Jul,28 Jul,1,Done,1,Now we can't see where they went on a mission either with the new filters
285,319103,Can no longer see where they go to school,Rachel,28 Jul,28 Jul,1,Under consideration,1,"With the new filters, I can no longer see where they go to school bc if they don't want their education level to be seen, the school also doesn't show. I verified this on my profile preview."
286,315070,User full disclosure,K Anon,09 Jul,09 Jul,1,Under consideration,1,"Terms of service should require user to agree to disclose certain things while chatting with a match, before leaving the platform:''??currently attracted to same sex, or history of same sex attraction or activity''??Gender confusion''??Felony convictions/jail time''??Current addictions/treatment''??Child support in arrears 3+ months"
287,281777,Put peoples zodiac sign on their profile,Foster Pratt,21 Feb,21 Feb,1,Under consideration,1,Include people's Zodiac sign on their profile.
288,267770,Activate profile boost button is not working,Isabel,"31 Dec, 2021","31 Dec, 2021",1,Done,1,"When I try to slide the button, nothing happens."
289,184202,See my profile,Alexa,"08 May, 2021","08 May, 2021",1,Done,1,I want to know what my profile looks like to others
290,183059,See if theyve seen your message,Will,"03 May, 2021","03 May, 2021",1,Done,1,It would be nice to see if they have read your message or not. Similar to seeing how active they are. It would be nice to see if they are ignoring you or just don't get on very often...
291,319480,Have an option to send notes with a small fee and if you send one that person ca,D Carey,30 Jul,30 Jul,0,Done,1,
292,319469,American sign language,Elizabeth Anderson,30 Jul,30 Jul,0,Under consideration,1,I'm not deaf but I feel it would be inclusive to the community to add that as a language tag! It's my first language:)
293,319367,Religious views,Noel S,29 Jul,29 Jul,0,Under consideration,1,If you are going to let people of other faiths in there should be something telling what their beliefs and faith is for people who are members and non members so we know what their faith. Also if they are open to converting into the church or not if they are of a different faith and not LDS.
294,319362,Something to show they really are a member of the church,Noel S,29 Jul,29 Jul,0,Under consideration,1,We can send or show that we are actually members of the church to the people in charge of mutual by sharing or showing mutual our membership info or something with people working for or in charge of mutual where it is private between you and the people working or in charge of mutual then they can look at it and decide to approve us on not.
295,318719,Remove profiles not wanting to be seen again,Stephen,27 Jul,27 Jul,0,Under consideration,1,
296,318617,Seeing the number of people who like you is demoralizing,Steph,27 Jul,27 Jul,0,Under consideration,1,"It is super demoralizing to see how few people have 'liked' my profile. Every time I log in it is a constant reminder how unappealing my profile is. For those who have the 99+ all the time it's likely no big deal but for those few of us who see a specific number it is honestly just depressing. I get you are trying to sell the subscription but seeing a low number doesn't make me want to pay for a subscription. It makes me want to give up on dating all together. Especially when I get the freebie to see someone who 'liked' me and I swipe down on all of them because their profile tells me immediately we wouldn't be compatible, this only strengthens the dark voice in my head saying I'm not worthy of finding a compatible partner. I get it I'm not attractive, and my info is unappealing, but within the limits of the app it is the best I can do. I am a good person worthy of love  but according to mutual I am nothing but a failure, do I really need the constant reminder?"
297,314957,Stats data analytics as paid feature,User,09 Jul,09 Jul,0,Under consideration,1,"Allow premium users to see stats on number of users in an area, number who meet their filter criteria, % of users who swipe up on their profile, average time a matched user takes to respond to messages, etc."
298,308723,Notifications on chat tab back to how many unread you have rather than how many ,Quincey,16 Jun,16 Jun,0,In Development,1,I prefer the notifications to be about new messages rather than just matches who I haven't messaged yet
299,308178,Text size,Kami,14 Jun,14 Jun,0,Under consideration,1,The new upgrade- the text size is super small.   It is very hard to read. Where can we adjust this?
300,308167,See new message while in mutual,Desiree,14 Jun,14 Jun,0,Done,1,"If you're chatting with someone else, or somewhere else on mutual, a banner will pop-up at the top showing that you've gotten a message. In general the messaging app can be really glitchy and could be improved."
301,307616,Reset all swipe ups just not those youve messaged,Christopher,12 Jun,12 Jun,0,Done,1,
302,307288,Work on conversation glitch,Allie,11 Jun,11 Jun,0,Done,1,"Often times when I open the app, a glitch occurs. Even with this new update changing the look and design of different features, it immediately happened. All my conversations disappeared."
303,307040,Move name location age on profile photo to lower screen,Anne,10 Jun,10 Jun,0,Not planned,1,"The name, age, location on top often block the face of the profile photos. I'd like them at bottom of screen like they used to be."
304,306136,Deactivate accounts not being actively used,Spencer,07 Jun,07 Jun,0,Done,1,Sometimes I see accounts of people that are not active on mutual in the last year. Shouldn't these accounts be deactivated so we aren't wasting swipes or notes on people that we won't match with?
305,296677,Adjustable independent profile picturethumbnail,James,01 May,01 May,0,Planned,1,"No matter how carefully cropped, the app always automatically crops your first photo into the profile picture circle ' and sometimes badly.  When you go to the chat, half my face is cut off leaving an unflattering thumbnail of my mouth and below. I've seen profile pictures of double chins, cleavage, etc. That's what people see in the messaging, so please give us a way to fix profile pictures that are not displayed correctly."
306,291760,Punch in boxes for preferences,Makayla,08 Apr,08 Apr,0,Under consideration,1,"It would be easier to have boxes to type in your preferred ages or the miles/location, instead of the sliding bars. When I go to slide the dots that are close together they don't slide. I have to move the far end further up the bar in order to move the low end."
307,286081,Messages wont send,Dallas,15 Mar,15 Mar,0,Bug,1,Half the time my messages won't send so it's hard to take these girls on a date.
308,285758,Bountiful mode 15 bounty to whoever can set you up on a good date,Steve,13 Mar,13 Mar,0,Not planned,1,"Have you ever come across a profile, and thought ""Hmm, I'm not into this guy, but, he seems like he would get along great with my best friend's sister""? Well, this is a lost opportunity that this and every other dating app has missed. Instead of this tedious 1-to-1 matching method, which, let's face it, is mathematically unlikely to find your ""solemate"" or similar (search for the relevant XKCD What If article), instead, let's leverage the connections and friendships we each have. Similar to the ""Six Degrees of Kevin Bacon"", everyone on the planet is connected by only a few steps. Let's find a way that we can each play ""matchmaker"" and bless those who are frustrated after years of endless swiping. Here is a proposal: I pay a $17 bounty to Mutual, and Mutual will broker/reward $15 (or one month free subscription) to whoever shares my profile with the kind of girl I'm looking for, and said girl agrees that I seem pretty awesome and accepts the recommendation.  Any better ideas?"
309,285154,Change i am currently to be more specific,E,10 Mar,10 Mar,0,Under consideration,1,"Right now what one is looking for isn't specific enough. Silly/unspecific Choices like for example  'Up for ice cream/dancing' and 'into dating, I guess' exist. I suggest that all the non-specific and silly options are removed and that these are the only ones possible to choose from Looking for friendsUp for datesSeeking a relationshipReady for a ring This would make it easier to know what the person you're looking at actually wants"
310,284146,Store all messages,JoAnn Brooks,05 Mar,05 Mar,0,Done,1,"I need to see some of the first messages of one of my matches, but they seem to cut off after a few new messages.  Is there a way to save and store all messages so we can go back and refer to them if needed?  I sure need to."
311,283958,Additional about me entry,Robert,04 Mar,04 Mar,0,Under consideration,1,Add two truths and one lie as an additional entry in the About Me part of the app.
312,252637,Read receipts,Daniel,"02 Dec, 2021","02 Dec, 2021",0,Done,1,Being able to see if your match has read your messages should be available to all users not just premium. It honestly makes sense
313,234587,Fix add photo and connect instagram bug,Morgan Van Roosendaal,"24 Nov, 2021","24 Nov, 2021",0,Bug,1,"I've had this happen quite a few times with the app where when I try to select the 'Add Photo' free spot, nothing happens. The option to connect Instagram isn't working either. When I try to delete a picture to see if I can add a new one, the same thing happens. I've deleted the app and re-dowloaded it, to find the same problem!"
314,233539,Unlimited chat history,Craig Rodgers,"19 Nov, 2021","19 Nov, 2021",0,Done,1,"Currently, I can only see the last 48 hours of chat history.  This really sucks as you are trying to get to know someone.  I would even pay for this feature, but you have to offer it!"
315,232732,Event changes or opt out,Cottam,"15 Nov, 2021","15 Nov, 2021",0,Planned,1,I am tired of seeing nothing but BYU events and especially sports. If I must be forced to see an add why can't you track that I have swiped down on every event because it's sports and start showing concerts and cultural events? Or have an option to opt out of that because I don't care about BYU or sporting events in the slightest.
316,232611,Please fix congrats its your lucky day,Mike,"15 Nov, 2021","15 Nov, 2021",0,Bug,1,I haven't been able to see: 'Congrats it's your lucky day. Tap to review someone who likes you' for several weeks now.
317,212310,Double check feature before sending a note,Martin,"09 Sep, 2021","09 Sep, 2021",0,In Development,1,Don't you hate it when you send something unfinishe
318,212007,See if they actually have seen your message,Karli,"08 Sep, 2021","08 Sep, 2021",0,Done,1,Make it so you can tell if they have looked at your messages.
319,205541,Make it when you unmatch you stay in the matchmessages screen,Matt,"29 Aug, 2021","29 Aug, 2021",0,Bug,1,Every time you unmatch someone that you haven't messaged yet (usually someone you didn't mean to) the app will take you back to the home page instead of staying in the match/messages page. It doesn't do this if you've already messaged them and unmatch so please make it consistent
320,204825,Lower the minimum distance,Jacob,"27 Aug, 2021","27 Aug, 2021",0,Under consideration,1,I'm at BYU and the minimum distance (5 miles) goes all the way out to UVU. I'd rather date people at BYU instead of driving across town every time I want to hang out.
321,200916,Only show people who have the same or higher ratio of likes to dislikes,Picky Swiper,"30 Jul, 2021","30 Jul, 2021",0,Under consideration,1,I only want to see people I have a likely hood of swiping up on. It's a waste of time to swipe down for so long.
322,200552,Share this profile doesnt work,Tai,"28 Jul, 2021","28 Jul, 2021",0,Bug,1,"The new function of 'Share This Profile' doesn't work. I've tried several times to restart the app as well as my android but it still doesn't work. Once i clicked the sent link, the app will be opened but that's it. You cannot see any shared profile by clicking that link."
323,200162,Fix watch ad to undo option,Paige,"27 Jul, 2021","27 Jul, 2021",0,Bug,1,"The watch ad to undo option shows up, but there's no button to press to actually watch the ad, only a button to buy premium."
324,200115,Range of age,Becca,"26 Jul, 2021","26 Jul, 2021",0,Done,1,Pick the highest age you are willing to date. If your 18 like I am I don't want to see 24year olds and up.
325,196186,Hacer un encuentro por ciudades,Belkis Mercedes,"06 Jul, 2021","06 Jul, 2021",0,Done,1,Una charla con alguien del a rea
326,194556,Enviar mensagem direta antes de macth mutuo vendo anuncio,Saulo Costa de Oliveira,"29 Jun, 2021","29 Jun, 2021",0,Done,1,"Deveria liberar a op'?o de enviar mensagem antes do match m??tuo, sem. Limites de mensagens por pessoa e semana (em troca ver??amos um breve an??ncio para poder enviar mensagem para a pessoa ao dar match nela mesmo ela ainda n??o tendo dado match m??tuo) isso pode aumentar a probabilidade de vermos a quem gostou da gente e encontrar um grande amor!"
327,193357,Fix feed,M franco,"23 Jun, 2021","23 Jun, 2021",0,Bug,1,"The feed is broken. It says there is no one that meets the criteria but I change the distance to the country and then back to the original and a whole new list of people come up. I can also ""resurrect 100"" and a whole bunch of people I haven't seen on mutual before are now in the feed."
328,190199,Messages,G,"09 Jun, 2021","09 Jun, 2021",0,Done,1,Allow more messages to be sent per day
329,189058,Viajes a distintos paises,Yanina,"04 Jun, 2021","04 Jun, 2021",0,Bug,1,Tener la oportunidad que se pueda elegir el pais de donde queremos conocer personas
330,187811,When i leave a conversation dont jump back to the top,Swaggy Shaggs,"27 May, 2021","27 May, 2021",0,Bug,1,When I leave a conversation it automatically jumps back to the top and makes me scroll all the way back down to other conversations.
331,186869,Add the word peru,Steven Spainhower,"22 May, 2021","22 May, 2021",0,Bug,1,"On gray page of options on how to increase the pool of profiles, it says ""Peruse the people in . . ., but omits the word Peru. Doh."
332,183884,Yes i already paid for this site but when i got new phone now i cant see who lik,Edward Davis,"06 May, 2021","06 May, 2021",0,Bug,1,
333,183419,Pin matches from archives,Brett,"04 May, 2021","04 May, 2021",0,Bug,1,"You can't pin matches once they drop into Archives, but the empty star icon is still there tempting you to try. That feels like a bug to me."
