,jobID,title,departmentName,description,summary,displayJob,dateUpdated,startDate,endDate,managerName,approximateHoursPerWeek,payRate,positionsAllocated,positionsAvailble,workSchedule,beginningDate,recruitingStartDate,requireResume,limitApplicants,limitNumber,applicants,jobQuestions,isOnline,allowOnline,jobMajors
66,341838,Online Tutor - CSE 212 or CS 241,Campus Student,"<p><span> </span><span>Online Tutor is needed for CS 241 (CSE 212). Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span><span> </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span><span> </span><span> </span></p>",Online Tutor is needed for the CS 241 Programming with Data Structures (CSE 212). Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,TRUE,2022-08-12T16:16:01.0835583,2022-08-11T04:00:00,2022-09-06T19:00:00,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutorin,10,100,88,Flexible,2022-09-12T12:00:00,2019-01-17T01:00:00,TRUE,TRUE,50,[],[],TRUE,FALSE,[]
67,341829,Online Tutor -  CSE 310(CS 246),Campus Student,"<p><span> Online Tutor is needed for  CSE 310(CS 246) - Applied programming. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning).  </span></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p><p><span> </span><span> </span></p>",Online Tutor is needed for the  CSE 310(CS 246) - Applied programming. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,TRUE,2022-08-12T16:16:00.5354925,2022-08-11T04:00:00,2022-09-07T08:00:00,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutori,10,100,87,flexible,2022-09-13T08:00:00,2019-01-16T01:00:00,TRUE,TRUE,50,[],[],TRUE,FALSE,[]
68,341504,Online Tutor - BIO 375,Campus Student,"<p><span> </span><span>Online Tutor is needed for the BIO 375. Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></p><p></p><p><span>Hiring Requirements: Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better. Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></p><p></p><p><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></p><p></p><p><span>Please up-load your unofficial transcript to this application by following the steps below:</span></p><p></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span><span> </span></p>",Online Tutor is needed for the BIO 375. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,TRUE,2022-08-12T15:55:33.6057561,2022-08-12T16:00:00,2022-09-11T00:00:00,Casey McDaniel,5-10 hours (must post 7 hrs of appt openings and work 3+ hrs on tutoring),10,100,98,Flexible,2022-09-15T00:00:00,2021-06-14T01:00:00,TRUE,FALSE,0,[],[],TRUE,FALSE,[]
69,342261,Online Tutor - BIO 375,Online Student,"<p><b><span>Online</span><span> Tutor is needed for the BIO 375.</span><span> Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></b></p><p><b><span>Hiring Requirements: </span><span>Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better.</span><span> Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></b></p><p><b><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. </span><span>Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></b></p><p><b><span>Please up-load your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>",Online Tutor is needed for the BIO 375. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,TRUE,2022-08-12T15:55:21.9907402,2022-08-12T15:00:00,2022-09-11T01:00:00,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutor,10,100,100,Flexible,2022-09-15T01:00:00,2019-05-07T01:00:00,TRUE,FALSE,0,[],[],FALSE,TRUE,[]
70,342246,Online Tutor - BIO 265,Online Student,"<p><b><span>Online</span><span> Tutor is needed for the BIO 265.</span><span> Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></b></p><p><b><span>Hiring Requirements: </span><span>Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better.</span><span> Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></b></p><p><b><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. </span><span>Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></b></p><p><b><span>Please up-load your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>",Online Tutor is needed for the BIO 265. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,TRUE,2022-08-12T15:51:29.1609317,2022-08-12T09:00:00,2022-09-09T13:00:00,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutori,10,100,99,Flexible,2022-09-14T13:00:00,2019-05-06T01:00:00,TRUE,FALSE,0,[],[],FALSE,TRUE,[]
71,341529,Online Tutor - BIO 265,Campus Student,"<p><b><span>Online</span><span> Tutor is needed for the BIO 265: </span></b><b>Human Anatomy &amp; Physiology II</b><b><b><span>.</span></b><span><b> </b>Help students succeed and choose your own weekly hours! The duties for this position include: posting 7 or more weekly hours in I-Plan, meeting with students over zoom, engaging daily in the student learning community (answer student questions, create learning resources, oversee peer-to-peer learning). </span></b></p><p></p><p><b><span>Hiring Requirements: </span><span>Applicants must be living in Idaho or Utah. Applicants must have taken the class and received an A- or better.</span><span> Applicants must also have the following skills/attributes: time management, teaching, patience, goal setting, self motivation, and being active each day. </span></b></p><p></p><p><b><span>If hired, applicants will complete a training that will teach them effective tutoring practices as well as how to use I-Plan, Zoom, and the Online Student Community. </span><span>Our office may contact you by phone or text during the hiring process. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></b></p><p></p><p><b><span>Please up-load your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>",Online Tutor is needed for the BIO 265: Human Anatomy & Physiology II. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,TRUE,2022-08-12T15:51:17.1356818,2022-08-12T08:00:00,2022-09-09T18:00:00,Casey McDaniel,5-10 hours (must post 7 hours of appt openings and work 3+ hours on tutori,10,100,81,Flexible,2022-09-14T18:00:00,2018-10-17T01:00:00,TRUE,FALSE,0,[],[],TRUE,FALSE,[]
72,1360153,Online Teaching Assistant - ME 201,Campus Teaching Assistants,"<p><b><span>TA is needed for the ME 201 class. Applicants must have taken the class and received a B&#43; or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the ME 201: Engineering Mechanics: Statics class. Applicants must have taken the class and received a B+ or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:48:32.1405991,2022-08-12T20:00:00,2022-08-31T18:00:00,Jodi Robison,up to 5,10,100,96,Flexible,2022-09-14T18:00:00,2020-10-20T01:00:00,TRUE,TRUE,50,[],[],FALSE,FALSE,[]
73,1361228,Online Teaching Assistant - ME 201,Online Student,"<p><b><span>TA is needed for the ME 201 class. Applicants must have taken the class and received a B&#43; or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the ME 201: Engineering Mechanics: Statics class. Applicants must have taken the class and received a B+ or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:48:25.2926862,2022-08-13T04:00:00,2022-09-01T01:00:00,Jodi Robison,up to 5,10,100,100,Flexible,2022-09-14T12:00:00,2020-10-21T01:00:00,TRUE,TRUE,50,[],[],FALSE,TRUE,[]
74,1361236,Online Teaching Assistant - ME 142,Online Student,"<p><b><span>TA is needed for the ME 142 class. Applicants must have taken the class and received a B&#43; or better. TA will help running help sessions and grading.</span></b></p><p></p><p><b><span>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TAs need to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. </span></b></p><p></p><p><b><span>For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></b></p><p></p><p><b><span>Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the ME 142: Engineering Computation I class. Applicants must have taken the class and received a B+ or better. The hours for this job vary, depending on TA load each week.  TA will help running help sessions and grading. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:48:03.9220518,2022-08-12T18:00:00,2022-08-31T18:00:00,Jodi Robison,15-Oct,10,100,100,Flexible,2022-09-14T18:00:00,2020-10-21T01:00:00,TRUE,TRUE,50,[],[],FALSE,TRUE,[]
75,1360145,Online Teaching Assistant - ME 142,Campus Teaching Assistants,"<p><b><span>TA is needed for the ME 142 class. Applicants must have taken the class and received a B&#43; or better. TA will help running help sessions and grading.</span></b></p><p></p><p><b><span>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TAs need to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. </span></b></p><p></p><p><b><span>For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. </span></b></p><p></p><p><b><span>Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the ME 142: Engineering Computation I class. Applicants must have taken the class and received a B+ or better. The hours for this job vary, depending on TA load each week.  TA will help running help sessions and grading. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:47:57.300695,2022-08-12T18:00:00,2022-08-31T18:00:00,Jodi Robison,15-Oct,10,100,97,flexible,2022-09-14T18:00:00,2020-10-20T01:00:00,TRUE,TRUE,50,[],[],FALSE,FALSE,[]
76,1362071,Online Teacher Assistant - MATH 221,Online Student,"<p><b><span>TA is needed for the MATH 221 class. Applicants must have taken the class and received an A. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the MATH 221: Statistics class. Applicants must have taken the class and received an A. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:47:43.5908021,2022-08-12T20:00:00,2022-08-31T16:00:00,Jodi Robison,up to 6,10,100,100,Flexible,2022-09-16T16:00:00,2020-10-21T01:00:00,TRUE,TRUE,50,[],[],FALSE,TRUE,[]
77,1361256,Online Teaching Assistant - MATH 215,Campus Teaching Assistants,"<p><b><span>TA is needed for the MATH 215 class. Applicants must have taken the class and received an A- or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the MATH 215: Multivariable Calculus class. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:47:36.8482141,2022-08-13T01:00:00,2022-08-31T22:00:00,Jodi Robison,up to 10,10,100,99,flexible,2022-09-15T22:00:00,2020-10-21T01:00:00,TRUE,TRUE,50,[],[],FALSE,FALSE,[]
78,1361046,Online Teaching Assistant - MATH 215,Online Student,"<p><b><span>TA is needed for the MATH 215 class. Applicants must have taken the class and received an A- or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the MATH 215: Multivariable Calculus class. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah",TRUE,2022-08-12T15:47:29.0509506,2022-08-12T12:00:00,2022-08-31T18:00:00,Jodi Robison,up to 10,10,100,100,flexible,2022-09-16T09:00:00,2020-10-20T01:00:00,TRUE,TRUE,50,[],[],FALSE,TRUE,[]
79,1361027,Online Teaching Assistant - MATH 112X,Online Student,"<p><b><span>TA is needed for the MATH 112X class. Applicants must have taken the class and received an A. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application</span></b></p>","TA is needed for the MATH 112X: Calculus I class. Applicants must have taken the class and received an A. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:47:22.5369584,2022-08-13T04:00:00,2022-09-01T00:00:00,Jodi Robison,up to 10,10,100,100,Flexible,2022-09-16T00:00:00,2020-10-20T01:00:00,TRUE,TRUE,50,[],[],FALSE,TRUE,[]
80,1361006,Online Teaching Assistant - MATH 112X,Campus Teaching Assistants,"<p><b><span>TA is needed for the MATH 112X class. Applicants must have taken the class and received an A. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the MATH 112X: Calculus I class. Applicants must have taken the class and received an A. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",TRUE,2022-08-12T15:47:15.2239114,2022-08-12T07:00:00,2022-09-01T02:00:00,Jodi Robison,up to 10,10,100,94,Flexible,2022-09-16T02:00:00,2020-10-20T01:00:00,TRUE,TRUE,50,[],[],FALSE,FALSE,[]
