Country,Name,POS,AGE,HT,WT
Australia,Mark Milligan,Player count,36,177.8,77.6
Australia,Josh Risdon,Player count,29,167.64000000000001,69.8
Australia,Kye Rowles,Player count,24,182.88,89.8
Australia,Trent Sainsbury,Player count,30,182.88,75.7
Australia,Bradley Shaun Smith,Player count,28,177.8,69.8
Australia,Harry Souttar,Player count,23,195.58,79.8
Australia,Ruon Tongyik,Player count,25,182.88,79.8
Australia,Alex Wilkinson,Player count,37,185.42000000000002,82.5
Australia,Bailey Wright,Player count,29,182.88,83.9
Australia,Mohammad Amini,Forward,29,172.72,70.7
Australia,Brandon Borrello,Forward,27,177.8,78.9
Australia,Kenny Dougall,Forward,29,180.34,78.9
Australia,Denis Genreau,Forward,23,167.64000000000001,64.9
Australia,Craig Goodwin,Forward,30,177.8,72.6
Australia,James Holland,Forward,33,180.34,75.7
Australia,Ajdin Hrustic,Forward,26,182.88,69.8
Australia,Christopher Ikonomidis,Forward,27,177.8,79.8
Australia,Jackson Irvine,Forward,29,187.96,76.6
Australia,James Jeggo,Forward,30,177.8,70.7
Australia,Mathew Leckie,Forward,31,180.34,83.9
Australia,Massimo Luongo,Forward,29,175.26,75.7
Australia,Awer Mabil,Forward,26,177.8,64.9
Australia,Riley McGree,Forward,23,177.8,71.7
Australia,Conor Metcalfe,Forward,22,177.8,69.8
Australia,Aaron Mooy,Forward,31,172.72,71.7
Australia,Tom Rogic,Forward,29,187.96,88.0
Australia,Ryan Strain,Forward,25,180.34,75.7
Australia,Daniel Arzani,Defender,23,172.72,72.6
Australia,Martin Boyle,Defender,29,177.8,52.6
Australia,Nicholas D'Agostino,Defender,24,172.72,76.6
Australia,Mitchell Duke,Defender,31,185.42000000000002,83.9
Australia,Ben Folami,Defender,23,167.64000000000001,69.8
Australia,Bruno Fornaroli,Defender,34,172.72,67.6
Australia,Apostolos Giannou,Defender,32,193.04,84.8
Australia,Robbie Kruse,Defender,33,177.8,65.8
Australia,Jamie MacLaren,Defender,28,177.8,71.7
Australia,Ryan McGowan,Defender,32,172.72,67.6
Australia,Andrew Nabbout,Defender,29,177.8,84.8
Australia,Dimitri Petratos,Defender,29,175.26,71.7
Australia,Nikita Rukavytsya,Defender,35,182.88,74.8
Australia,Adam Taggart,Defender,29,177.8,72.6
Belgium,Koen Casteels,Midfielder,30,195.58,85.7
Belgium,Thibaut Courtois,Midfielder,30,198.12,90.7
Belgium,Thomas Kaminski,Midfielder,29,187.96,69.8
Belgium,Simon Mignolet,Midfielder,34,190.5,86.6
Belgium,Davy Roef,Midfielder,28,185.42000000000002,84.8
Belgium,Matz Sels,Midfielder,30,187.96,74.8
Belgium,Toby Alderweireld,Player count,33,185.42000000000002,80.7
Belgium,Sebastiaan Bornauw,Player count,23,187.96,80.7
Belgium,Dedryck Boyata,Player count,31,187.96,83.9
Belgium,Timothy Castagne,Player count,26,182.88,79.8
Belgium,Jason Denayer,Player count,27,182.88,79.8
Belgium,Wout Faes,Player count,24,185.42000000000002,83.9
Belgium,Thomas Foket,Player count,27,175.26,66.7
Belgium,Brandon Mechele,Player count,29,187.96,80.7
Belgium,Thomas Meunier,Player count,30,190.5,89.8
Belgium,Jan Vertonghen,Player count,35,187.96,78.9
Belgium,Yannick Carrasco,Forward,28,177.8,66.7
Belgium,Kevin De Bruyne,Forward,31,180.34,67.6
Belgium,Leander Dendoncker,Forward,27,187.96,82.5
Belgium,Thorgan Hazard,Forward,29,172.72,70.7
Belgium,Dodi Lukebakio,Forward,24,185.42000000000002,76.6
Belgium,Orel Mangala,Forward,24,177.8,78.9
Belgium,Dennis Praet,Forward,28,175.26,77.6
Belgium,Albert Sambi Lokonga,Forward,22,182.88,68.9
Belgium,Youri Tielemans,Forward,25,175.26,71.7
Belgium,Hans Vanaken,Forward,29,193.04,76.6
Belgium,Yari Verschaeren,Forward,21,170.18,69.8
Belgium,Axel Witsel,Forward,33,185.42000000000002,80.7
Belgium,Michy Batshuayi,Defender,28,182.88,77.6
Belgium,Christian Benteke,Defender,31,187.96,82.5
Belgium,Jeremy Doku,Defender,20,170.18,67.6
Belgium,Eden Hazard,Defender,31,172.72,73.9
Belgium,Adnan Januzaj,Defender,27,185.42000000000002,74.8
Belgium,Romelu Lukaku,Defender,29,187.96,93.0
Belgium,Dries Mertens,Defender,35,167.64000000000001,60.8
Belgium,Lois Openda,Defender,22,172.72,69.8
Belgium,Divock Origi,Defender,27,182.88,74.8
Belgium,Alexis Saelemaekers,Defender,23,177.8,71.7
Belgium,Leandro Trossard,Defender,27,170.18,60.8
Belgium,Dante Vanzeir,Defender,24,172.72,69.8
Brazil,Alisson,Midfielder,29,190.5,90.7
Brazil,Ederson,Midfielder,28,187.96,85.7
Brazil,Everson,Midfielder,32,190.5,85.7
Brazil,Daniel Fuzato,Midfielder,25,187.96,88.0
Brazil,Santos,Midfielder,32,187.96,78.9
Brazil,Weverton,Midfielder,34,187.96,88.9
Brazil,Dani Alves,Player count,39,170.18,67.6
Brazil,Guilherme Arana,Player count,25,175.26,74.8
Brazil,Rodrigo Caio,Player count,28,182.88,74.8
Brazil,Diego Carlos,Player count,29,185.42000000000002,85.7
Brazil,Danilo,Player count,31,182.88,77.6
Brazil,Emerson,Player count,23,180.34,78.9
Brazil,Felipe,Player count,33,187.96,82.5
Brazil,Renan Lodi,Player count,24,172.72,67.6
Brazil,Gabriel Magalhaes,Player count,24,187.96,86.6
Brazil,Marquinhos,Player count,28,182.88,74.8
Brazil,Eder Militao,Player count,24,185.42000000000002,78.9
Brazil,Miranda,Player count,37,185.42000000000002,77.6
Brazil,Leo Ortiz,Player count,26,182.88,81.6
Brazil,Alex Sandro,Player count,31,180.34,65.8
Brazil,Thiago Silva,Player count,37,182.88,78.9
Brazil,Alex Telles,Player count,29,180.34,65.8
Brazil,Lucas Verissimo,Player count,27,187.96,76.6
Brazil,Allan,Forward,31,172.72,73.9
Brazil,Casemiro,Forward,30,182.88,83.9
Brazil,Philippe Coutinho,Forward,30,170.18,67.6
Brazil,Edenilson,Forward,32,172.72,63.9
Brazil,Fabinho,Forward,28,187.96,77.6
Brazil,Fred,Forward,29,167.64000000000001,63.9
Brazil,Thiago Galhardo,Forward,33,182.88,72.6
Brazil,Gerson,Forward,25,172.72,65.8
Brazil,Bruno Guimaraes,Forward,24,180.34,77.6
Brazil,Douglas Luiz,Forward,24,172.72,64.9
Brazil,Arthur Melo,Forward,25,170.18,72.6
Brazil,Matheus Nunes,Forward,23,182.88,74.8
Brazil,Lucas Paqueta,Forward,24,177.8,71.7
Brazil,Rafinha,Forward,29,172.72,70.7
Brazil,Everton Ribeiro,Forward,33,172.72,69.8
Brazil,Artur,Defender,24,167.64000000000001,64.9
Brazil,Gabriel Barbosa,Defender,25,177.8,72.6
Brazil,Arthur Cabral,Defender,24,185.42000000000002,85.7
Brazil,Matheus Cunha,Defender,23,182.88,74.8
Brazil,Everton,Defender,26,172.72,71.7
Brazil,Roberto Firmino,Defender,30,180.34,75.7
Brazil,Hulk,Defender,36,177.8,79.8
Brazil,Gabriel Jesus,Defender,25,172.72,72.6
Brazil,Vinicius Junior,Defender,22,175.26,72.6
Brazil,Malcom,Defender,25,170.18,73.9
Brazil,David Neres,Defender,25,172.72,65.8
Brazil,Neymar,Defender,30,172.72,67.6
Brazil,Pedro,Defender,25,182.88,77.6
Brazil,Raphinha,Defender,25,175.26,67.6
Brazil,Richarlison,Defender,25,177.8,70.7
Brazil,Rodrygo,Defender,21,172.72,63.9
Brazil,Wesley,Defender,25,190.5,93.0
Brazil,Willian,Defender,33,172.72,76.6
Cameroon,Devis Epassy,Midfielder,29,185.42000000000002,81.6
Cameroon,Carlos Kameni,Midfielder,40,185.42000000000002,85.7
Cameroon,Andre Onana,Midfielder,26,185.42000000000002,90.7
Cameroon,Fabrice Ondoa,Midfielder,26,182.88,86.6
Cameroon,Yaya Banana,Player count,30,190.5,88.0
Cameroon,Gaetan Bong,Player count,34,182.88,73.9
Cameroon,Jean-Charles Castelletto,Player count,27,185.42000000000002,77.6
Cameroon,Collins Fai,Player count,29,165.1,69.8
Cameroon,Jean-Armel Kana-Biyik,Player count,33,182.88,85.7
Cameroon,Olivier Mbaizo,Player count,24,177.8,70.7
Cameroon,Harold Moukoudi,Player count,24,190.5,73.9
Cameroon,Michael Ngadeu,Player count,31,187.96,93.0
Cameroon,Jerome Onguene,Player count,24,185.42000000000002,77.6
Cameroon,Ambroise Oyongo,Player count,31,175.26,69.8
Cameroon,Nouhou Tolo,Player count,25,177.8,78.9
Cameroon,Olivier Boumal,Forward,32,177.8,73.9
Cameroon,Jeando Fuchs,Forward,24,172.72,69.8
Cameroon,Martin Hongla,Forward,24,180.34,76.6
Cameroon,Wilfrid Kaptoum,Forward,26,172.72,71.7
Cameroon,Pierre Kunde,Forward,27,177.8,85.7
Cameroon,James Lea Siliki,Forward,26,182.88,72.6
Cameroon,Georges Mandjeck,Forward,33,182.88,71.7
Cameroon,Nicolas Moumi Ngamaleu,Forward,28,180.34,70.7
Cameroon,Olivier Ntcham,Forward,26,177.8,79.8
Cameroon,Gael Ondua,Forward,26,182.88,79.8
Cameroon,Samuel Oum Gouet,Forward,24,182.88,74.8
Cameroon,Kevin Soni,Forward,24,182.88,75.7
Cameroon,Arnaud Gilles Sutchuin Djoum,Forward,33,182.88,74.8
Cameroon,Andre Zambo Anguissa,Forward,26,182.88,77.6
Cameroon,Vincent Aboubakar,Defender,30,182.88,78.9
Cameroon,Stephane Bahoken,Defender,30,182.88,88.0
Cameroon,Christian Bassogog,Defender,26,172.72,74.8
Cameroon,Eric Maxim Choupo-Moting,Defender,33,190.5,89.8
Cameroon,Karl Toko Ekambi,Defender,29,182.88,77.6
Cameroon,Ignatius Kpene Ganago,Defender,23,177.8,81.6
Cameroon,Joel,Defender,28,177.8,77.6
Cameroon,Clinton N'Jie,Defender,28,172.72,67.6
Cameroon,Leandre Gael Tawamba Kana,Defender,32,187.96,94.8
Cameroon,Jacques Zoua,Defender,30,185.42000000000002,83.9
Canada,Milan Borjan,Midfielder,34,193.04,82.5
Canada,Maxime Crepeau,Midfielder,28,182.88,88.0
Canada,Thomas Hasal,Midfielder,23,187.96,78.9
Canada,Jayson Leutwiler,Midfielder,33,190.5,79.8
Canada,James Pantemis,Midfielder,25,182.88,75.7
Canada,Dayne St. Clair,Midfielder,25,190.5,74.8
Canada,Sam Adekugbe,Player count,27,175.26,74.8
Canada,Clement Bayiha,Player count,23,172.72,69.8
Canada,Zachary Brault-Guillard,Player count,23,170.18,65.8
Canada,Derek Austin Cornelius,Player count,24,185.42000000000002,85.7
Canada,Alphonso Davies,Player count,21,182.88,74.8
Canada,Amer Didic,Player count,27,193.04,88.0
Canada,Ricardo Ferreira,Player count,29,187.96,75.7
Canada,Marcus Godinho,Player count,25,177.8,69.8
Canada,Cristian Gutierrez,Player count,25,180.34,64.9
Canada,Doneil Jor-Dee Ashley Henry,Player count,29,187.96,88.0
Canada,Alistair Johnston,Player count,23,177.8,76.6
Canada,Ashtone Morgan,Player count,31,177.8,74.8
Canada,Tyler Pasher,Player count,28,170.18,72.6
Canada,Steven Vitoria,Player count,35,193.04,85.7
Canada,Joel Waterman,Player count,26,187.96,73.9
Canada,Dominick Zator,Player count,27,187.96,81.6
Canada,Scott Arfield,Forward,33,177.8,69.8
Canada,Michael Baldisimo,Forward,22,167.64000000000001,74.8
Canada,Jay Chapman,Forward,28,182.88,70.7
Canada,Mathieu Choiniere,Forward,23,172.72,67.6
Canada,Mauro Eustaquio,Forward,29,182.88,71.7
Canada,Stephen Eustaquio,Forward,25,177.8,69.8
Canada,Liam Fraser,Forward,24,182.88,83.9
Canada,Junior Hoilett,Forward,32,172.72,69.8
Canada,Atiba Hutchinson,Forward,39,185.42000000000002,82.5
Canada,Mark-Anthony Kaye,Forward,27,182.88,69.8
Canada,Ismael Kone,Forward,20,187.96,75.7
Canada,Richie Laryea,Forward,27,172.72,67.6
Canada,Jahkeele Marshall-Rutty,Forward,18,172.72,62.6
Canada,Noble Okello,Forward,22,193.04,76.6
Canada,Jonathan Osorio,Forward,30,172.72,72.6
Canada,Harry Paton,Forward,24,172.72,69.8
Canada,Samuel Piette,Forward,27,170.18,72.6
Canada,Ralph Priso,Forward,19,175.26,77.6
Canada,Ryan Raposo,Forward,23,167.64000000000001,62.6
Canada,Russell Teibert,Forward,29,167.64000000000001,67.6
Canada,Kristopher Twardek,Forward,25,190.5,78.9
Canada,David Wotherspoon,Forward,32,180.34,75.7
Canada,Tesho Akindele,Defender,30,185.42000000000002,76.6
Canada,Ayo Akinola,Defender,22,177.8,81.6
Canada,Theo Bair,Defender,22,190.5,96.6
Canada,Charles-Andreas Brym,Defender,23,177.8,67.6
Canada,Tajon Buchanan,Defender,23,182.88,68.9
Canada,Lucas Cavallini,Defender,29,180.34,85.7
Canada,Caniggia Elva,Defender,26,177.8,80.7
Canada,Cyle Larin,Defender,27,187.96,89.8
Canada,Jayden Nelson,Defender,19,167.64000000000001,65.8
Canada,Tosaint Ricketts,Defender,34,182.88,76.6
Canada,Jacob Shaffelburg,Defender,22,177.8,67.6
Costa rica,Esteban Alvarado Brown,Midfielder,33,190.5,80.7
Costa rica,Leonel Moreira,Midfielder,32,177.8,69.8
Costa rica,Keylor Navas,Midfielder,35,182.88,79.8
Costa rica,Francisco Calvo,Player count,30,177.8,77.6
Costa rica,Oscar Duarte,Player count,33,185.42000000000002,80.7
Costa rica,Giancarlo Gonzalez,Player count,34,185.42000000000002,77.6
Costa rica,Ronald Matarrita,Player count,28,172.72,69.8
Costa rica,Bryan Oviedo,Player count,32,170.18,69.8
Costa rica,Juan Pablo Vargas Campos,Player count,27,190.5,88.0
Costa rica,Kendall Waston,Player count,34,195.58,86.6
Costa rica,Celso Borges,Forward,34,185.42000000000002,78.9
Costa rica,Allan Cruz,Forward,26,167.64000000000001,70.7
Costa rica,Luis Diaz,Forward,23,177.8,71.7
Costa rica,David Guzman,Forward,32,177.8,77.6
Costa rica,Randall Leal,Forward,25,167.64000000000001,69.8
Costa rica,Bryan Ruiz,Forward,36,187.96,79.8
Costa rica,Yeltsin Tejeda,Forward,30,177.8,66.7
Costa rica,Gerson Torres Barrantes,Forward,24,175.26,62.6
Costa rica,Felicio Brown Forbes,Defender,30,187.96,80.7
Costa rica,Joel Campbell,Defender,30,177.8,77.6
Costa rica,Ariel Lassiter,Defender,27,177.8,69.8
Costa rica,Jose Guillermo Ortiz Picado,Defender,30,172.72,68.9
Costa rica,Ariel Rodriguez,Defender,32,175.26,76.6
Costa rica,Johan Venegas,Defender,33,182.88,75.7
Croatia,Ivo Grbic,Midfielder,26,193.04,82.5
Croatia,Ivica Ivusic,Midfielder,27,193.04,84.8
Croatia,Lovre Kalinic,Midfielder,32,198.12,95.7
Croatia,Nediljko Labrovic,Midfielder,22,195.58,90.7
Croatia,Dominik Livakovic,Midfielder,27,185.42000000000002,78.9
Croatia,Simon Sluga,Midfielder,29,182.88,83.9
Croatia,Duje Caleta-Car,Player count,25,190.5,88.9
Croatia,Martin Erlic,Player count,24,190.5,77.6
Croatia,Josko Gvardiol,Player count,20,182.88,79.8
Croatia,Josip Juranovic,Player count,26,172.72,68.9
Croatia,Dejan Lovren,Player count,33,187.96,88.0
Croatia,Marin Pongracic,Player count,24,187.96,94.8
Croatia,Mile Skoric,Player count,31,185.42000000000002,79.8
Croatia,Borna Sosa,Player count,24,185.42000000000002,75.7
Croatia,Josip Stanisic,Player count,22,185.42000000000002,76.6
Croatia,Domagoj Vida,Player count,33,182.88,72.6
Croatia,Sime Vrsaljko,Player count,30,182.88,74.8
Croatia,Marcelo Brozovic,Forward,29,180.34,67.6
Croatia,Luka Ivanusec,Forward,23,172.72,75.7
Croatia,Mateo Kovacic,Forward,28,177.8,76.6
Croatia,Lovro Majer,Forward,24,177.8,74.8
Croatia,Luka Modric,Forward,36,170.18,65.8
Croatia,Nikola Moro,Forward,24,182.88,76.6
Croatia,Mario Pasalic,Forward,27,185.42000000000002,77.6
Croatia,Luka Sucic,Forward,19,182.88,79.8
Croatia,Nikola Vlasic,Forward,24,177.8,78.9
Croatia,Josip Brekalo,Defender,24,177.8,69.8
Croatia,Ante Budimir,Defender,31,187.96,74.8
Croatia,Andrej Kramaric,Defender,31,175.26,69.8
Croatia,Marko Livaja,Defender,28,180.34,79.8
Croatia,Petar Musa,Defender,24,187.96,85.7
Croatia,Mislav Orsic,Defender,29,177.8,68.9
Croatia,Ivan Perisic,Defender,33,185.42000000000002,76.6
Croatia,Bruno Petkovic,Defender,27,190.5,88.0
Denmark,Daniel Iversen,Midfielder,25,187.96,79.8
Denmark,Peter Jensen,Midfielder,24,193.04,88.0
Denmark,Frederik Ronnow,Midfielder,29,187.96,76.6
Denmark,Kasper Schmeichel,Midfielder,35,187.96,88.9
Denmark,Joachim Andersen,Player count,26,190.5,86.6
Denmark,Mads Bech Sorensen,Player count,23,182.88,72.6
Denmark,Nicolai Boilesen,Player count,30,185.42000000000002,69.8
Denmark,Andreas Christensen,Player count,26,187.96,73.9
Denmark,Simon Kjaer,Player count,33,187.96,81.6
Denmark,Rasmus Kristensen,Player count,25,185.42000000000002,69.8
Denmark,Andreas Maxso,Player count,28,190.5,86.6
Denmark,Victor Nelsson,Player count,23,185.42000000000002,77.6
Denmark,Mads Pedersen,Player count,25,177.8,74.8
Denmark,Andreas Poulsen,Player count,22,187.96,79.8
Denmark,Jens Stryger Larsen,Player count,31,177.8,80.7
Denmark,Jannik Vestergaard,Player count,29,198.12,98.0
Denmark,Alexander Bah,Forward,24,182.88,75.7
Denmark,Philip Billing,Forward,26,190.5,82.5
Denmark,Mikkel Damsgaard,Forward,22,175.26,69.8
Denmark,Thomas Delaney,Forward,30,180.34,78.9
Denmark,Anders Dreyer,Forward,24,172.72,68.9
Denmark,Christian Eriksen,Forward,30,180.34,64.9
Denmark,Morten Hjulmand,Forward,23,182.88,76.6
Denmark,Pierre Hojbjerg,Forward,26,185.42000000000002,83.9
Denmark,Mathias Jensen,Forward,26,177.8,67.6
Denmark,Jens Jonsson,Forward,29,180.34,77.6
Denmark,Jesper Lindstrom,Forward,22,180.34,62.6
Denmark,Casper Nielsen,Forward,28,180.34,75.7
Denmark,Christian Norgaard,Forward,28,185.42000000000002,76.6
Denmark,Jens Stage,Forward,25,185.42000000000002,80.7
Denmark,Daniel Wass,Forward,33,180.34,73.9
Denmark,Martin Braithwaite,Defender,31,177.8,76.6
Denmark,Jacob Bruun Larsen,Defender,23,182.88,74.8
Denmark,Andreas Cornelius,Defender,29,190.5,90.7
Denmark,Kasper Dolberg,Defender,24,185.42000000000002,81.6
Denmark,Andreas Olsen,Defender,22,185.42000000000002,78.9
Denmark,Yussuf Poulsen,Defender,28,190.5,83.9
Denmark,Pione Sisto,Defender,27,170.18,63.9
Denmark,Robert Skov,Defender,26,182.88,78.9
Denmark,Mikael Uhre,Defender,27,187.96,85.7
Ecuador,Jose Gabriel Cevallos,Midfielder,24,182.88,73.9
Ecuador,Alexander Dominguez,Midfielder,35,193.04,81.6
Ecuador,Hernan Galindez,Midfielder,35,187.96,89.8
Ecuador,Brian Heras,Midfielder,27,182.88,77.6
Ecuador,Pedro Ortiz,Midfielder,32,187.96,85.7
Ecuador,Johan Padilla,Midfielder,29,187.96,75.7
Ecuador,Jorge Pinos,Midfielder,32,182.88,78.9
Ecuador,Dario Aimar,Player count,27,177.8,69.8
Ecuador,Robert Arboleda,Player count,30,185.42000000000002,82.5
Ecuador,Xavier Arreaga,Player count,27,180.34,75.7
Ecuador,Beder Caicedo,Player count,30,172.72,68.9
Ecuador,Bryan Carabali,Player count,24,172.72,77.6
Ecuador,Byron David Castillo Segura,Player count,23,167.64000000000001,56.7
Ecuador,Gustavo Cortez,Player count,24,177.8,68.9
Ecuador,Christian Cruz,Player count,29,175.26,70.7
Ecuador,Pervis Estupinan,Player count,24,172.72,72.6
Ecuador,Franklin Guerra,Player count,30,180.34,72.6
Ecuador,Piero Hincapie,Player count,20,182.88,65.8
Ecuador,Jose Hurtado,Player count,20,177.8,68.9
Ecuador,Luis Leon,Player count,29,182.88,74.8
Ecuador,Andres Lopez,Player count,29,165.1,59.9
Ecuador,Diego Palacios,Player count,23,162.56,64.9
Ecuador,Mario Pineida,Player count,30,167.64000000000001,69.8
Ecuador,Dixon Arroyo,Forward,30,177.8,76.6
Ecuador,Romario Caicedo,Forward,32,167.64000000000001,64.9
Ecuador,Juan Cazares,Forward,30,170.18,65.8
Ecuador,Jose Cifuentes,Forward,23,172.72,67.6
Ecuador,Janner Corozo,Forward,26,172.72,63.9
Ecuador,Damian Diaz,Forward,36,172.72,68.9
Ecuador,Alan Franco,Forward,23,172.72,66.7
Ecuador,Fernando Gaibor,Forward,30,177.8,74.8
Ecuador,Carlos Gruezo,Forward,27,170.18,71.7
Ecuador,Renato Ibarra,Forward,31,170.18,74.8
Ecuador,Fidel Martinez,Forward,32,177.8,74.8
Ecuador,Jhegson Mendez,Forward,25,170.18,69.8
Ecuador,Christian Noboa,Forward,37,180.34,79.8
Ecuador,Gonzalo Plata,Forward,21,177.8,63.9
Ecuador,Ayrton Preciado,Forward,28,177.8,77.6
Ecuador,Joao Rojas,Forward,24,170.18,68.9
Ecuador,Jordan Sierra,Forward,25,162.56,59.9
Ecuador,Junior Sornoza,Forward,28,170.18,62.6
Ecuador,Jose Angulo,Defender,27,180.34,74.8
Ecuador,Jaime Ayovi,Defender,34,182.88,78.9
Ecuador,Brayan Angulo,Defender,26,180.34,70.7
Ecuador,Marcos Caicedo,Defender,30,177.8,70.7
Ecuador,Leonardo Campana,Defender,22,185.42000000000002,75.7
Ecuador,Eryc Castillo,Defender,27,175.26,78.9
Ecuador,Washington Corozo,Defender,24,177.8,59.0
Ecuador,Michael Estrada,Defender,26,182.88,77.6
Ecuador,Carlos Garces,Defender,32,182.88,84.8
Ecuador,Romario Ibarra,Defender,27,177.8,77.6
Ecuador,Angel Mena,Defender,34,167.64000000000001,70.7
Ecuador,Joao Rojas,Defender,33,172.72,66.7
Ecuador,Enner Valencia,Defender,32,175.26,74.8
England,Fraser Forster,Midfielder,34,200.66,93.0
England,Sam Johnstone,Midfielder,29,190.5,79.8
England,Jordan Pickford,Midfielder,28,182.88,76.6
England,Nick Pope,Midfielder,30,190.5,75.7
England,Aaron Ramsdale,Midfielder,24,187.96,76.6
England,Trent Alexander-Arnold,Player count,23,172.72,69.8
England,Ben Chilwell,Player count,25,177.8,70.7
England,Conor Coady,Player count,29,182.88,77.6
England,Reece James,Player count,22,172.72,86.6
England,James Michael Justin,Player count,24,182.88,79.8
England,Harry Maguire,Player count,29,193.04,99.8
England,Tyrone Mings,Player count,29,195.58,76.6
England,Luke Shaw,Player count,27,182.88,74.8
England,John Stones,Player count,28,187.96,69.8
England,Fikayo Tomori,Player count,24,182.88,74.8
England,Kieran Trippier,Player count,31,177.8,80.7
England,Kyle Walker,Player count,32,177.8,69.8
England,Kyle Walker-Peters,Player count,25,172.72,63.9
England,Jude Bellingham,Forward,19,185.42000000000002,74.8
England,Phil Foden,Forward,22,170.18,69.8
England,Jordan Henderson,Forward,32,180.34,66.7
England,Mason Mount,Forward,23,177.8,64.9
England,Kalvin Phillips,Forward,26,177.8,71.7
England,Declan Rice,Forward,23,182.88,79.8
England,James Ward Prowse,Forward,27,172.72,65.8
England,Tammy Abraham,Defender,24,187.96,80.7
England,Michail Antonio,Defender,32,177.8,81.6
England,Jarrod Bowen,Defender,25,172.72,69.8
