Country,Name,POS,AGE,HT,WT
Argentina,Giovani Lo Celso,M,26,"5'9""",163 lbs
Argentina,Alexis MacAllister,M,23,"5'9""",154 lbs
Argentina,Cristian Medina,M,20,"5'10""",154 lbs
Argentina,Maximiliano Meza,M,30,"5'11""",176 lbs
Argentina,Exequiel Palacios,M,23,"5'9""",147 lbs
Argentina,Leandro Paredes,M,28,"5'10""",165 lbs
Argentina,Nicolas Paz Martinez,M,17,"5'9""",-
Argentina,Roberto Pereyra,M,31,"5'11""",169 lbs
Argentina,Guido Rodriguez,M,28,"6'0""",171 lbs
Argentina,Luka Romero,M,17,-,-
Argentina,Matias Soule,M,19,-,-
Argentina,Sergio Aguero,F,34,"5'8""",176 lbs
Argentina,Lucas Alario,F,29,"6'0""",171 lbs
Argentina,Julian Alvarez,F,22,"5'6""",156 lbs
Argentina,Lucas Boye,F,26,"6'0""",178 lbs
Argentina,Franco Carboni,F,19,-,-
Argentina,Joaquin Correa,F,27,"6'2""",169 lbs
Argentina,Paulo Dybala,F,28,"5'10""",165 lbs
Argentina,Alejandro Garnacho Ferreyra,F,18,-,-
Argentina,Nicolas Gonzalez,F,24,"5'10""",158 lbs
Argentina,Lautaro Martinez,F,24,"5'8""",176 lbs
Argentina,Lionel Messi,F,35,"5'6""",147 lbs
Argentina,Lucas Ocampos,F,28,"6'1""",185 lbs
Argentina,Giovanni Simeone,F,27,"5'11""",178 lbs
Argentina,Santiago Simon,F,20,"5'11""",163 lbs
Argentina,Exequiel Zeballos,F,20,"5'8""",149 lbs
Argentina,Agustin Rossi,-,-,-,-
Australia,Adam Federici,G,37,"6'2""",198 lbs
Australia,Paul Izzo,G,27,"6'0""",178 lbs
Australia,Mitch Langerak,G,33,"6'3""",171 lbs
Australia,Andrew Redmayne,G,33,"6'4""",185 lbs
Australia,Mathew Ryan,G,30,"6'0""",180 lbs
Australia,Lawrence Thomas,G,30,"6'1""",176 lbs
Australia,Danny Vukovic,G,37,"6'1""",207 lbs
Australia,Aziz Behich,D,31,"5'6""",138 lbs
Australia,Jason Davidson,D,31,"5'10""",158 lbs
Australia,Milos Degenek,D,28,"6'1""",176 lbs
Australia,Thomas Deng,D,25,"5'11""",160 lbs
Australia,Callum Elder,D,27,"5'10""",147 lbs
Australia,Alexander Gersbach,D,25,"6'0""",160 lbs
Australia,Curtis Good,D,29,"6'1""",187 lbs
Australia,Rhyan Grant,D,31,"5'8""",169 lbs
Australia,Matthew Jurman,D,32,"6'3""",191 lbs
Australia,Fran Karacic,D,26,"5'11""",165 lbs
Australia,Joel King,D,21,-,-
Australia,Mark Milligan,D,36,"5'10""",171 lbs
Australia,Josh Risdon,D,29,"5'6""",154 lbs
Australia,Kye Rowles,D,24,"6'0""",198 lbs
Australia,Trent Sainsbury,D,30,"6'0""",167 lbs
Australia,Bradley Shaun Smith,D,28,"5'10""",154 lbs
Australia,Harry Souttar,D,23,"6'5""",176 lbs
Australia,Ruon Tongyik,D,25,"6'0""",176 lbs
Australia,Alex Wilkinson,D,37,"6'1""",182 lbs
Australia,Bailey Wright,D,29,"6'0""",185 lbs
Australia,Mohammad Amini,M,29,"5'8""",156 lbs
Australia,Nathaniel Atkinson,M,23,-,-
Australia,Brandon Borrello,M,27,"5'10""",174 lbs
Australia,Kenny Dougall,M,29,"5'11""",174 lbs
Australia,Denis Genreau,M,23,"5'6""",143 lbs
Australia,Craig Goodwin,M,30,"5'10""",160 lbs
Australia,James Holland,M,33,"5'11""",167 lbs
Australia,Ajdin Hrustic,M,26,"6'0""",154 lbs
Australia,Christopher Ikonomidis,M,27,"5'10""",176 lbs
Australia,Jackson Irvine,M,29,"6'2""",169 lbs
Australia,James Jeggo,M,30,"5'10""",156 lbs
Australia,Mathew Leckie,M,31,"5'11""",185 lbs
Australia,Massimo Luongo,M,29,"5'9""",167 lbs
Australia,Awer Mabil,M,26,"5'10""",143 lbs
Australia,Riley McGree,M,23,"5'10""",158 lbs
Australia,Conor Metcalfe,M,22,"5'10""",154 lbs
Australia,Aaron Mooy,M,31,"5'8""",158 lbs
Australia,Tom Rogic,M,29,"6'2""",194 lbs
Australia,Gianni Stensness,M,23,"6'0""",-
Australia,Ryan Strain,M,25,"5'11""",167 lbs
Australia,Daniel Arzani,F,23,"5'8""",160 lbs
Australia,Martin Boyle,F,29,"5'10""",116 lbs
Australia,Nicholas D'Agostino,F,24,"5'8""",169 lbs
Australia,Mitchell Duke,F,31,"6'1""",185 lbs
Australia,Ben Folami,F,23,"5'6""",154 lbs
Australia,Bruno Fornaroli,F,34,"5'8""",149 lbs
Australia,Apostolos Giannou,F,32,"6'4""",187 lbs
Australia,Robbie Kruse,F,33,"5'10""",145 lbs
Australia,Jamie MacLaren,F,28,"5'10""",158 lbs
Australia,Ryan McGowan,F,32,"5'8""",149 lbs
Australia,Andrew Nabbout,F,29,"5'10""",187 lbs
Australia,Dimitri Petratos,F,29,"5'9""",158 lbs
Australia,Nikita Rukavytsya,F,35,"6'0""",165 lbs
Australia,Adam Taggart,F,29,"5'10""",160 lbs
Australia,Marco Tilio,F,20,-,-
Belgium,Koen Casteels,G,30,"6'5""",189 lbs
Belgium,Thibaut Courtois,G,30,"6'6""",200 lbs
Belgium,Thomas Kaminski,G,29,"6'2""",154 lbs
Belgium,Simon Mignolet,G,34,"6'3""",191 lbs
Belgium,Davy Roef,G,28,"6'1""",187 lbs
Belgium,Matz Sels,G,30,"6'2""",165 lbs
Belgium,Toby Alderweireld,D,33,"6'1""",178 lbs
Belgium,Sebastiaan Bornauw,D,23,"6'2""",178 lbs
Belgium,Dedryck Boyata,D,31,"6'2""",185 lbs
Belgium,Timothy Castagne,D,26,"6'0""",176 lbs
Belgium,Jason Denayer,D,27,"6'0""",176 lbs
Belgium,Wout Faes,D,24,"6'1""",185 lbs
Belgium,Thomas Foket,D,27,"5'9""",147 lbs
Belgium,Brandon Mechele,D,29,"6'2""",178 lbs
Belgium,Thomas Meunier,D,30,"6'3""",198 lbs
Belgium,Arthur Theate,D,22,"6'3""",-
Belgium,Siebe Van Der Heyden,D,24,"6'0""",-
Belgium,Jan Vertonghen,D,35,"6'2""",174 lbs
Belgium,Yannick Carrasco,M,28,"5'10""",147 lbs
Belgium,Kevin De Bruyne,M,31,"5'11""",149 lbs
Belgium,Charles De Ketelaere,M,21,"6'0""",-
Belgium,Leander Dendoncker,M,27,"6'2""",182 lbs
Belgium,Thorgan Hazard,M,29,"5'8""",156 lbs
Belgium,Dodi Lukebakio,M,24,"6'1""",169 lbs
Belgium,Orel Mangala,M,24,"5'10""",174 lbs
Belgium,Amadou Mvom Onana,M,20,"6'2""",-
Belgium,Dennis Praet,M,28,"5'9""",171 lbs
Belgium,Albert Sambi Lokonga,M,22,"6'0""",152 lbs
Belgium,Youri Tielemans,M,25,"5'9""",158 lbs
Belgium,Hans Vanaken,M,29,"6'4""",169 lbs
Belgium,Yari Verschaeren,M,21,"5'7""",154 lbs
Belgium,Axel Witsel,M,33,"6'1""",178 lbs
Belgium,Michy Batshuayi,F,28,"6'0""",171 lbs
Belgium,Christian Benteke,F,31,"6'2""",182 lbs
Belgium,Jeremy Doku,F,20,"5'7""",149 lbs
Belgium,Eden Hazard,F,31,"5'8""",163 lbs
Belgium,Adnan Januzaj,F,27,"6'1""",165 lbs
Belgium,Romelu Lukaku,F,29,"6'2""",205 lbs
Belgium,Dries Mertens,F,35,"5'6""",134 lbs
Belgium,Lois Openda,F,22,"5'8""",154 lbs
Belgium,Divock Origi,F,27,"6'0""",165 lbs
Belgium,Alexis Saelemaekers,F,23,"5'10""",158 lbs
Belgium,Leandro Trossard,F,27,"5'7""",134 lbs
Belgium,Dante Vanzeir,F,24,"5'8""",154 lbs
Brazil,Alisson,G,29,"6'3""",200 lbs
Brazil,Gabriel Chapeco,G,22,-,-
Brazil,Ederson,G,28,"6'2""",189 lbs
Brazil,Everson,G,32,"6'3""",189 lbs
Brazil,Daniel Fuzato,G,25,"6'2""",194 lbs
Brazil,Santos,G,32,"6'2""",174 lbs
Brazil,Weverton,G,34,"6'2""",196 lbs
Brazil,Dani Alves,D,39,"5'7""",149 lbs
Brazil,Guilherme Arana,D,25,"5'9""",165 lbs
Brazil,Rodrigo Caio,D,28,"6'0""",165 lbs
Brazil,Diego Carlos,D,29,"6'1""",189 lbs
Brazil,Danilo,D,31,"6'0""",171 lbs
Brazil,Emerson,D,23,"5'11""",174 lbs
Brazil,Felipe,D,33,"6'2""",182 lbs
Brazil,Renan Lodi,D,24,"5'8""",149 lbs
Brazil,Gabriel Magalhaes,D,24,"6'2""",191 lbs
Brazil,Marquinhos,D,28,"6'0""",165 lbs
Brazil,Eder Militao,D,24,"6'1""",174 lbs
Brazil,Miranda,D,37,"6'1""",171 lbs
Brazil,Leo Ortiz,D,26,"6'0""",180 lbs
Brazil,Alex Sandro,D,31,"5'11""",145 lbs
Brazil,Thiago Silva,D,37,"6'0""",174 lbs
Brazil,Alex Telles,D,29,"5'11""",145 lbs
Brazil,Lucas Verissimo,D,27,"6'2""",169 lbs
Brazil,Allan,M,31,"5'8""",163 lbs
Brazil,Casemiro,M,30,"6'0""",185 lbs
Brazil,Philippe Coutinho,M,30,"5'7""",149 lbs
Brazil,Edenilson,M,32,"5'8""",141 lbs
Brazil,Fabinho,M,28,"6'2""",171 lbs
Brazil,Fred,M,29,"5'6""",141 lbs
Brazil,Thiago Galhardo,M,33,"6'0""",160 lbs
Brazil,Gerson,M,25,"5'8""",145 lbs
Brazil,Bruno Guimaraes,M,24,"5'11""",171 lbs
Brazil,Douglas Luiz,M,24,"5'8""",143 lbs
Brazil,Arthur Melo,M,25,"5'7""",160 lbs
Brazil,Gabriel Menino,M,21,"5'9""",-
Brazil,Matheus Nunes,M,23,"6'0""",165 lbs
Brazil,Danilo Oliveira,M,21,"5'9""",-
Brazil,Lucas Paqueta,M,24,"5'10""",158 lbs
Brazil,Rafinha,M,29,"5'8""",156 lbs
Brazil,Everton Ribeiro,M,33,"5'8""",154 lbs
Brazil,Artur,F,24,"5'6""",143 lbs
Brazil,Gabriel Barbosa,F,25,"5'10""",160 lbs
Brazil,Arthur Cabral,F,24,"6'1""",189 lbs
Brazil,Claudinho,F,25,"5'6""",-
Brazil,Matheus Cunha,F,23,"6'0""",165 lbs
Brazil,Everton,F,26,"5'8""",158 lbs
Brazil,Roberto Firmino,F,30,"5'11""",167 lbs
Brazil,Hulk,F,36,"5'10""",176 lbs
Brazil,Gabriel Jesus,F,25,"5'8""",160 lbs
Brazil,Vinicius Junior,F,22,"5'9""",160 lbs
Brazil,Malcom,F,25,"5'7""",163 lbs
Brazil,Gabriel Martinelli,F,21,"5'10""",-
Brazil,David Neres,F,25,"5'8""",145 lbs
Brazil,Neymar,F,30,"5'8""",149 lbs
Brazil,Pedro,F,25,"6'0""",171 lbs
Brazil,Raphinha,F,25,"5'9""",149 lbs
Brazil,Richarlison,F,25,"5'10""",156 lbs
Brazil,Rodrygo,F,21,"5'8""",141 lbs
Brazil,Antony Santos,F,22,-,-
Brazil,Wesley,F,25,"6'3""",205 lbs
Brazil,Willian,F,33,"5'8""",169 lbs
Cameroon,Jean Efala Komguep,G,29,"5'8""",-
Cameroon,Devis Epassy,G,29,"6'1""",180 lbs
Cameroon,Carlos Kameni,G,40,"6'1""",189 lbs
Cameroon,Simon Omossola,G,24,-,-
Cameroon,Andre Onana,G,26,"6'1""",200 lbs
Cameroon,Fabrice Ondoa,G,26,"6'0""",191 lbs
Cameroon,Yaya Banana,D,30,"6'3""",194 lbs
Cameroon,Gaetan Bong,D,34,"6'0""",163 lbs
Cameroon,Jean-Charles Castelletto,D,27,"6'1""",171 lbs
Cameroon,Joyskim Dawa Tchakonte,D,26,"6'4""",-
Cameroon,Enzo Ebosse,D,23,"6'0""",-
Cameroon,Collins Fai,D,29,"5'5""",154 lbs
Cameroon,Jean-Armel Kana-Biyik,D,33,"6'0""",189 lbs
Cameroon,Olivier Mbaizo,D,24,"5'10""",156 lbs
Cameroon,Harold Moukoudi,D,24,"6'3""",163 lbs
Cameroon,Michael Ngadeu,D,31,"6'2""",205 lbs
Cameroon,Jerome Onguene,D,24,"6'1""",171 lbs
Cameroon,Ambroise Oyongo,D,31,"5'9""",154 lbs
Cameroon,Duplexe Tchamba,D,24,"6'3""",-
Cameroon,Nouhou Tolo,D,25,"5'10""",174 lbs
Cameroon,Olivier Boumal,M,32,"5'10""",163 lbs
Cameroon,Jeando Fuchs,M,24,"5'8""",154 lbs
Cameroon,Martin Hongla,M,24,"5'11""",169 lbs
Cameroon,Wilfrid Kaptoum,M,26,"5'8""",158 lbs
Cameroon,Pierre Kunde,M,27,"5'10""",189 lbs
Cameroon,James Lea Siliki,M,26,"6'0""",160 lbs
Cameroon,Georges Mandjeck,M,33,"6'0""",158 lbs
Cameroon,Nicolas Moumi Ngamaleu,M,28,"5'11""",156 lbs
Cameroon,Yvan Neyou,M,25,"5'10""",-
Cameroon,Olivier Ntcham,M,26,"5'10""",176 lbs
Cameroon,Jean Onana,M,22,"6'2""",-
Cameroon,Gael Ondua,M,26,"6'0""",176 lbs
Cameroon,Samuel Oum Gouet,M,24,"6'0""",165 lbs
Cameroon,Kevin Soni,M,24,"6'0""",167 lbs
Cameroon,Arnaud Gilles Sutchuin Djoum,M,33,"6'0""",165 lbs
Cameroon,Andre Zambo Anguissa,M,26,"6'0""",171 lbs
Cameroon,Vincent Aboubakar,F,30,"6'0""",174 lbs
Cameroon,Stephane Bahoken,F,30,"6'0""",194 lbs
Cameroon,Christian Bassogog,F,26,"5'8""",165 lbs
Cameroon,Eric Maxim Choupo-Moting,F,33,"6'3""",198 lbs
Cameroon,Karl Toko Ekambi,F,29,"6'0""",171 lbs
Cameroon,Ignatius Kpene Ganago,F,23,"5'10""",180 lbs
Cameroon,Joel,F,28,"5'10""",171 lbs
Cameroon,Clinton N'Jie,F,28,"5'8""",149 lbs
Cameroon,Leandre Gael Tawamba Kana,F,32,"6'2""",209 lbs
Cameroon,Patient Gouegoue Wassou,F,18,-,-
Cameroon,Jacques Zoua,F,30,"6'1""",185 lbs
Canada,Milan Borjan,G,34,"6'4""",182 lbs
Canada,Maxime Crepeau,G,28,"6'0""",194 lbs
Canada,Thomas Hasal,G,23,"6'2""",174 lbs
Canada,Jayson Leutwiler,G,33,"6'3""",176 lbs
Canada,James Pantemis,G,25,"6'0""",167 lbs
Canada,Dayne St. Clair,G,25,"6'3""",165 lbs
Canada,Sam Adekugbe,D,27,"5'9""",165 lbs
Canada,Zorhan Bassong,D,23,"5'10""",-
Canada,Clement Bayiha,D,23,"5'8""",154 lbs
Canada,Zachary Brault-Guillard,D,23,"5'7""",145 lbs
Canada,Derek Austin Cornelius,D,24,"6'1""",189 lbs
Canada,Alphonso Davies,D,21,"6'0""",165 lbs
Canada,Amer Didic,D,27,"6'4""",194 lbs
Canada,Ricardo Ferreira,D,29,"6'2""",167 lbs
Canada,Marcus Godinho,D,25,"5'10""",154 lbs
Canada,Cristian Gutierrez,D,25,"5'11""",143 lbs
Canada,Doneil Jor-Dee Ashley Henry,D,29,"6'2""",194 lbs
Canada,Alistair Johnston,D,23,"5'10""",169 lbs
Canada,Scott Kennedy,D,25,"6'2""",-
Canada,Kamal Miller,D,25,"6'0""",-
Canada,Ashtone Morgan,D,31,"5'10""",165 lbs
Canada,Tyler Pasher,D,28,"5'7""",160 lbs
Canada,Frank Sturing,D,25,"6'1""",-
Canada,Steven Vitoria,D,35,"6'4""",189 lbs
Canada,Joel Waterman,D,26,"6'2""",163 lbs
Canada,Dominick Zator,D,27,"6'2""",180 lbs
Canada,Scott Arfield,M,33,"5'10""",154 lbs
Canada,Michael Baldisimo,M,22,"5'6""",165 lbs
Canada,Jay Chapman,M,28,"6'0""",156 lbs
Canada,Mathieu Choiniere,M,23,"5'8""",149 lbs
Canada,Mauro Eustaquio,M,29,"6'0""",158 lbs
Canada,Stephen Eustaquio,M,25,"5'10""",154 lbs
Canada,Liam Fraser,M,24,"6'0""",185 lbs
Canada,Junior Hoilett,M,32,"5'8""",154 lbs
Canada,Atiba Hutchinson,M,39,"6'1""",182 lbs
Canada,Mark-Anthony Kaye,M,27,"6'0""",154 lbs
Canada,Ismael Kone,M,20,"6'2""",167 lbs
Canada,Richie Laryea,M,27,"5'8""",149 lbs
Canada,Jahkeele Marshall-Rutty,M,18,"5'8""",138 lbs
Canada,Liam Millar,M,22,"5'9""",-
Canada,Noble Okello,M,22,"6'4""",169 lbs
Canada,Jonathan Osorio,M,30,"5'8""",160 lbs
Canada,Harry Paton,M,24,"5'8""",154 lbs
Canada,Samuel Piette,M,27,"5'7""",160 lbs
Canada,Ralph Priso,M,19,"5'9""",171 lbs
Canada,Ryan Raposo,M,23,"5'6""",138 lbs
Canada,Russell Teibert,M,29,"5'6""",149 lbs
Canada,Kristopher Twardek,M,25,"6'3""",174 lbs
Canada,David Wotherspoon,M,32,"5'11""",167 lbs
Canada,Tesho Akindele,F,30,"6'1""",169 lbs
Canada,Ayo Akinola,F,22,"5'10""",180 lbs
Canada,Theo Bair,F,22,"6'3""",213 lbs
Canada,Charles-Andreas Brym,F,23,"5'10""",149 lbs
Canada,Tajon Buchanan,F,23,"6'0""",152 lbs
Canada,Lucas Cavallini,F,29,"5'11""",189 lbs
Canada,Theodor Corbeanu,F,20,"6'2""",-
Canada,Jonathan David,F,22,"5'9""",-
Canada,Caniggia Elva,F,26,"5'10""",178 lbs
Canada,Marcelo Flores,F,18,"6'0""",-
Canada,Daniel Jebbison,F,19,"6'2""",-
Canada,Cyle Larin,F,27,"6'2""",198 lbs
Canada,Jayden Nelson,F,19,"5'6""",145 lbs
Canada,Tosaint Ricketts,F,34,"6'0""",169 lbs
Canada,Jacob Shaffelburg,F,22,"5'10""",149 lbs
Canada,Ike Ugbo,F,23,"6'0""",-
Canada,Jules Anthony Vilsaint,F,19,-,-
Costa rica,Esteban Alvarado Brown,G,33,"6'3""",178 lbs
Costa rica,Kevin Briceno,G,30,"6'0""",-
Costa rica,Aaron Cruz,G,31,"5'11""",-
Costa rica,Leonel Moreira,G,32,"5'10""",154 lbs
Costa rica,Keylor Navas,G,35,"6'0""",176 lbs
Costa rica,Bryan Segura,G,25,"5'10""",-
Costa rica,Patrick Sequeira,G,23,-,-
Costa rica,Ricardo Jose Blanco Mora,D,33,-,-
Costa rica,Francisco Calvo,D,30,"5'10""",171 lbs
Costa rica,Daniel Chacon Salas,D,21,"5'9""",-
Costa rica,Oscar Duarte,D,33,"6'1""",178 lbs
Costa rica,Keysher Fuller Spence,D,28,"6'0""",-
Costa rica,Giancarlo Gonzalez,D,34,"6'1""",171 lbs
Costa rica,Ian Elijah Lawrence Escoe,D,20,-,-
Costa rica,Yael Lopez,D,23,"5'10""",-
Costa rica,Carlos Martinez,D,23,-,-
Costa rica,Ronald Matarrita,D,28,"5'8""",154 lbs
Costa rica,Joseph Mora,D,29,-,-
Costa rica,Bryan Oviedo,D,32,"5'7""",154 lbs
Costa rica,Aaron Salazar,D,23,"5'11""",-
Costa rica,Juan Pablo Vargas Campos,D,27,"6'3""",194 lbs
Costa rica,Kendall Waston,D,34,"6'5""",191 lbs
Costa rica,Brandon Aguilera,M,-,-,-
Costa rica,Jewison Francisco Bennette Villegas,M,18,-,-
Costa rica,Celso Borges,M,34,"6'1""",174 lbs
Costa rica,Jefferson Brenes,M,25,"5'8""",-
Costa rica,Allan Cruz,M,26,"5'6""",156 lbs
Costa rica,Luis Diaz,M,23,"5'10""",158 lbs
Costa rica,Orlando Moises Galo Calderon,M,21,-,-
Costa rica,David Guzman,M,32,"5'10""",171 lbs
Costa rica,Randall Leal,M,25,"5'6""",154 lbs
Costa rica,Douglas Andrey Lopez Araya,M,23,"5'10""",-
Costa rica,Jimmy Marin,M,24,"5'6""",-
Costa rica,Adrian Alonso Martinez Batista,M,23,"5'9""",-
Costa rica,Bryan Ruiz,M,36,"6'2""",176 lbs
Costa rica,Youstin Delfin Salas Gomez,M,26,"5'8""",-
Costa rica,Aaron Rene Suarez Zuniga,M,20,-,-
Costa rica,Yeltsin Tejeda,M,30,"5'10""",147 lbs
Costa rica,Gerson Torres Barrantes,M,24,"5'9""",138 lbs
Costa rica,Jefry Valverde,M,27,-,-
Costa rica,Bernald Alfaro,F,25,"5'9""",-
Costa rica,Felicio Brown Forbes,F,30,"6'2""",178 lbs
Costa rica,Joel Campbell,F,30,"5'10""",171 lbs
Costa rica,Anthony Daniel Contreras Enriquez,F,22,"5'10""",-
Costa rica,Ariel Lassiter,F,27,"5'10""",154 lbs
Costa rica,Ariel Lassiter,F,27,-,-
Costa rica,Jurguens Montenegro,F,21,-,-
Costa rica,Carlos Mora,F,21,"5'10""",-
Costa rica,Jose Guillermo Ortiz Picado,F,30,"5'8""",152 lbs
Costa rica,Ariel Rodriguez,F,32,"5'9""",169 lbs
Costa rica,Johan Venegas,F,33,"6'0""",167 lbs
Croatia,Ivo Grbic,G,26,"6'4""",182 lbs
Croatia,Ivica Ivusic,G,27,"6'4""",187 lbs
Croatia,Lovre Kalinic,G,32,"6'6""",211 lbs
Croatia,Nediljko Labrovic,G,22,"6'5""",200 lbs
Croatia,Dominik Livakovic,G,27,"6'1""",174 lbs
Croatia,Simon Sluga,G,29,"6'0""",185 lbs
Croatia,Borna Barisic,D,29,"6'1""",-
Croatia,Duje Caleta-Car,D,25,"6'3""",196 lbs
Croatia,Martin Erlic,D,24,"6'3""",171 lbs
Croatia,Josko Gvardiol,D,20,"6'0""",176 lbs
Croatia,Josip Juranovic,D,26,"5'8""",152 lbs
Croatia,Dejan Lovren,D,33,"6'2""",194 lbs
Croatia,Marin Pongracic,D,24,"6'2""",209 lbs
Croatia,Mile Skoric,D,31,"6'1""",176 lbs
Croatia,Borna Sosa,D,24,"6'1""",167 lbs
Croatia,Josip Stanisic,D,22,"6'1""",169 lbs
Croatia,Josip Sutalo,D,22,"6'0""",-
Croatia,Domagoj Vida,D,33,"6'0""",160 lbs
Croatia,Sime Vrsaljko,D,30,"6'0""",165 lbs
Croatia,Marcelo Brozovic,M,29,"5'11""",149 lbs
Croatia,Luka Ivanusec,M,23,"5'8""",167 lbs
Croatia,Kristijan Jakic,M,25,"5'11""",-
Croatia,Mateo Kovacic,M,28,"5'10""",169 lbs
Croatia,Lovro Majer,M,24,"5'10""",165 lbs
Croatia,Luka Modric,M,36,"5'7""",145 lbs
Croatia,Nikola Moro,M,24,"6'0""",169 lbs
Croatia,Mario Pasalic,M,27,"6'1""",171 lbs
Croatia,Luka Sucic,M,19,"6'0""",176 lbs
Croatia,Nikola Vlasic,M,24,"5'10""",174 lbs
Croatia,Josip Brekalo,F,24,"5'10""",154 lbs
Croatia,Ante Budimir,F,31,"6'2""",165 lbs
Croatia,Andrej Kramaric,F,31,"5'9""",154 lbs
Croatia,Marko Livaja,F,28,"5'11""",176 lbs
Croatia,Petar Musa,F,24,"6'2""",189 lbs
Croatia,Mislav Orsic,F,29,"5'10""",152 lbs
Croatia,Ivan Perisic,F,33,"6'1""",169 lbs
Croatia,Bruno Petkovic,F,27,"6'3""",194 lbs
Denmark,Daniel Iversen,G,25,"6'2""",176 lbs
Denmark,Peter Jensen,G,24,"6'4""",194 lbs
Denmark,Frederik Ronnow,G,29,"6'2""",169 lbs
Denmark,Kasper Schmeichel,G,35,"6'2""",196 lbs
Denmark,Joachim Andersen,D,26,"6'3""",191 lbs
Denmark,Mads Bech Sorensen,D,23,"6'0""",160 lbs
Denmark,Nicolai Boilesen,D,30,"6'1""",154 lbs
Denmark,Andreas Christensen,D,26,"6'2""",163 lbs
Denmark,Simon Kjaer,D,33,"6'2""",180 lbs
Denmark,Rasmus Kristensen,D,25,"6'1""",154 lbs
Denmark,Joakim Maehle,D,25,"6'0""",-
Denmark,Andreas Maxso,D,28,"6'3""",191 lbs
Denmark,Victor Nelsson,D,23,"6'1""",171 lbs
Denmark,Mads Pedersen,D,25,"5'10""",165 lbs
Denmark,Andreas Poulsen,D,22,"6'2""",176 lbs
Denmark,Jens Stryger Larsen,D,31,"5'10""",178 lbs
Denmark,Jannik Vestergaard,D,29,"6'6""",216 lbs
Denmark,Alexander Bah,M,24,"6'0""",167 lbs
Denmark,Philip Billing,M,26,"6'3""",182 lbs
Denmark,Mikkel Damsgaard,M,22,"5'9""",154 lbs
Denmark,Mohammed Daramy,M,20,-,-
Denmark,Thomas Delaney,M,30,"5'11""",174 lbs
Denmark,Anders Dreyer,M,24,"5'8""",152 lbs
Denmark,Christian Eriksen,M,30,"5'11""",143 lbs
Denmark,Morten Hjulmand,M,23,"6'0""",169 lbs
Denmark,Pierre Hojbjerg,M,26,"6'1""",185 lbs
Denmark,Mathias Jensen,M,26,"5'10""",149 lbs
Denmark,Jens Jonsson,M,29,"5'11""",171 lbs
Denmark,Jesper Lindstrom,M,22,"5'11""",138 lbs
Denmark,Casper Nielsen,M,28,"5'11""",167 lbs
Denmark,Christian Norgaard,M,28,"6'1""",169 lbs
Denmark,Jens Stage,M,25,"6'1""",178 lbs
Denmark,Daniel Wass,M,33,"5'11""",163 lbs
Denmark,Martin Braithwaite,F,31,"5'10""",169 lbs
Denmark,Jacob Bruun Larsen,F,23,"6'0""",165 lbs
Denmark,Andreas Cornelius,F,29,"6'3""",200 lbs
Denmark,Kasper Dolberg,F,24,"6'1""",180 lbs
Denmark,Andreas Olsen,F,22,"6'1""",174 lbs
