,jobID,title,departmentName,description,summary,displayJob,dateUpdated,managerName,approximateHoursPerWeek,positionsAllocated,positionsAvailble,workSchedule,beginningDate,recruitingStartDate,requireResume,limitApplicants,limitNumber,applicants,jobQuestions,isOnline,allowOnline,jobMajors,startDate,endDate,payRate
101,1361243,SOC311 OnlineTA,Online Student,"<p><b><span>TA is needed for the SOC 311 class. Applicants must have taken the class and received an A- or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the SOC 311 class. Applicants must have taken the class and received an A- or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",True,2022-09-02T20:01:43.8418521,Esther Zonts,flexible,100.0,98.0,up to 10,2022-09-12T13:00:00,2020-10-21T01:00:00,True,False,0,[],[],False,True,[],2022-07-18T16:00:00,2022-09-30T13:00:00,10.0
102,1361242,CIT381OnlineTA,Online Student,"<p>Teaching Assistant is needed for CIT 381 online. To qualify for the position, you must have taken the course and received a B or better. You must be living in Idaho or Utah.</p><p></p><p>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time.</p><p></p><p><span>For more information please contact the </span>Online Academic Support Office<span> at 208-496-1595 or oas.employment&#64;byui.edu.</span></p><p></p><p><span>Please upload a copy of your unofficial transcript with application. Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","Teaching Assistant is needed for CIT 381 online: Business Intelligence and Analytics. To qualify for the position, you must have taken the course and received a B or better. You must be living in Idaho or Utah.",True,2022-09-02T20:01:43.7949627,Esther Zonts,up to 10,100.0,100.0,Flexible,2022-09-08T22:00:00,2020-10-21T01:00:00,True,True,50,[],[],False,True,[],2022-08-18T21:00:00,2022-09-06T11:00:00,11.3
103,1361240,ANTH101 OnlineTA,Online Student,"<p><span>A Teaching Assistant is needed to: 1) clarify assignment expectations, 2) participate in/monitor the discussion board conversations, 3) grade the discussion boards, and 4) grade some of the smaller paper assignments. </span></p><p><span>TAs will be instructed to monitor, participate in, and grade the Weekly Discussion Boards and some of the weekly written assignments from rubrics. They will be directed to work closely with the instructors who are teaching the sections to determine how best to use their time each week. Must have taken the course and received a B or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working every day to make sure all tasks are done on time.</span></p><p></p><p></p><p>For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment&#64;byui.edu. <span>Our office may contact you by phone or text during the hiring process.</span></p><p></p><p>Directions for downloading unofficial student transcripts</p><p></p><p>1. Sign into the BYUI website</p><p>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</p><p>3. There is a &#34;more&#34; arrow on this menu. Click on that.</p><p>4. Select &#34;Records&#34;</p><p>5. Then, click on &#34;transcript request&#34;</p><p>6. On the left click &#34;view unofficial transcript&#34;</p><p>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</p><p>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</p><p>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</p><p></p>",An online teaching assistant is needed to help the instructor with grading and other administrative tasks.Must have taken the class with a B or better.,True,2022-09-02T20:01:43.7156583,Esther Zonts,up to 5,100.0,100.0,Flexible,2022-09-14T08:00:00,2020-10-21T01:00:00,True,True,50,[],[],False,True,[],2022-07-23T13:00:00,2022-09-12T07:00:00,10.0
104,1361237,AGBUS147 OnlineTA,Online Student,"<p>A Teaching Assistant is needed for AGBUS 147 online. To be qualified for the position, you must have taken AGBUS 147 and <span>AGBUS 347</span> and received a B or better. You will be grading Excel assignments. You must be living in the Idaho or Utah area.</p><p></p><p><span>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TAs need to be self-disciplined by being committed and consistent in working every day to make sure all tasks are done on time. </span></p><p></p><p>For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment&#64;byui.edu .</p><p></p><p><span>Please upload a copy of your unofficial transcript with the Resume and Coverletter.</span></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","A Teaching Assistant is needed for AGBUS 147: Introduction to International Marketing. To be qualified for the position, you must have taken AGBUS 147 and AGBUS 347 and received a B or better.  You must be living in the Idaho or Utah area. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu",True,2022-09-02T20:01:43.6838236,Esther Zonts,up to 5,100.0,99.0,Flexible,2022-09-14T06:00:00,2020-10-21T01:00:00,True,True,50,[],[],False,True,[],2022-06-26T15:00:00,2022-09-12T10:00:00,10.0
105,1361232,ARCH270 OnlineTA,Online Student,"<p><span>Our office may contact you by phone or text during the hiring process.</span></p><p></p><p><b><b>Duties:  Monitor Questions Central discussion board. The instructor and TA will collaborate together to make several lab times available to students throughout the week using Zoom. The TA will work with installation issues students have in downloading the necessary software for the class. TAs will also be available to help students understand course concepts, and provide formative feedback on assignments. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working every day to make sure all tasks are done on time.</b></b></p><p></p><p><b><b>Requirements: Taken the course with a B or better.</b></b></p><p>Please attach your unofficial transcript with your resume and cover letter. You can upload your unofficial transcript by following the instructions below:</p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","TA will monitor questions on the discussion board, offer lab hours (using Zoom), help students understand course concepts, and provide feedback on assignments. Must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu. 
  
Requirements: Taken the course with a B or better.",True,2022-09-02T20:01:43.4801042,Esther Zonts,up to 10,100.0,98.0,Flexible,2022-09-13T17:00:00,2020-10-21T01:00:00,True,True,50,[],[],False,True,[],2022-09-01T21:00:00,2022-09-12T17:00:00,10.0
106,1361230,BIO180 OnlineTA,Online Student,"<p>BIO 180 needs a Teaching Assistant for the class- department picks must be living in Idaho or Utah. The TA provide labs to help students with their questions and problems. Monitor a &#34;Help Central&#34; discussion board to provide basic answers to posted questions, and conduct several &#34;labs&#34; or &#34;review sessions (before an exam) weekly to work through questions posted on the Help Central discussion board and answer additional questions of those who attend.</p><p></p><p><span>Please upload a copy of your unofficial transcript with application,</span></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","BIO 180 needs a Teaching Assistant for the class- department picks must be living in Idaho or Utah. The TA will provide labs to help students with their questions and problems. Monitor a ""Help Central"" discussion board to provide basic answers to posted questions, and conduct several ""labs"" or ""review sessions (before an exam) weekly to work through questions posted on the Help Central discussion board and answer additional questions of those who attend.

For more information please contact the ",True,2022-09-02T20:01:43.4019666,Esther Zonts,up to 10,100.0,100.0,Flexible,2022-09-12T14:00:00,2020-10-21T01:00:00,True,False,0,[],[],False,True,[],2022-08-24T15:00:00,2022-09-12T14:00:00,10.0
107,1361225,GESCI101 OnlineTA,Online Student,"<p><span>A Teaching Assistant is needed for the GESCI 101 class: From Atoms to Humans. Applicants must have taken the class and received an A. Applicants must be living in Idaho or Utah.</span></p><p><span>The TA primary role will be grading some assignments and participating in discussion boards. </span>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time.</p><p></p><p>Please provide your <b><u>unofficial academic transcript</u></b> from BYUI by attaching it to this application by doing the following:</p><p>1. Sign into the BYUI website</p><p>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</p><p>3. There is a &#34;more&#34; arrow on this menu. Click on that.</p><p>4. Select &#34;Records&#34;</p><p>5. Then, click on &#34;transcript request&#34;</p><p>6. On the left click &#34;view unofficial transcript&#34;</p><p>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</p><p>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</p><p>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</p>",A Teaching Assistant is needed for the GESCI 101: From Atoms to Humans class. Applicants must have taken the class and received an A. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu. Our office may contact you by phone or text during the hiring process.,True,2022-09-02T20:01:43.2144347,Esther Zonts,up to 10,100.0,98.0,Flexible,2022-09-16T22:00:00,2020-10-21T01:00:00,True,True,50,[],[],False,True,[],2022-06-06T01:00:00,2022-12-19T15:00:00,10.0
108,1361050,CIT240 OnlineTA,Online Student,"<p><span>A Teaching Assistant is needed for the CIT 240 class. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. The TA will help the instructor with administrative tasks such as grading and feedback, facilitating discussion boards, student outreach, etc.</span></p><p></p><p>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time.</p><p></p><p><span>For more information please contact the </span>Online Academic Support Office<span> at 208-496-1595 or oas.employment&#64;byui.edu.</span></p><p></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> 1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or USB drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>",A Teaching Assistant is needed for the CIT 240 class: Networking. Applicants must have taken the class and received an A- or better. Applicants must be living in Idaho or Utah. For more information please contact the Online Academic Support Office at 208-496-1595 or oas.employment@byui.edu.,True,2022-09-02T20:01:43.058167,Esther Zonts,up to 10,100.0,99.0,Flexible,2022-09-08T22:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,True,[],2022-08-18T22:00:00,2022-09-06T16:00:00,11.3
109,1361049,WDD230 OnlineTA,Online Student,"<p><b>TA is needed for the WDD 230 Web Frontend Development I class. Applicants must have taken the class and received a B or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the WDD 230: Web Frontend Development I class. Applicants must have taken the class and received a B or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah",True,2022-09-02T20:01:43.0269073,Esther Zonts,up to 10,100.0,98.0,Flexible,2022-09-13T06:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,True,[],2022-08-18T06:00:00,2022-09-11T06:00:00,11.3
110,1361047,HCA445 OnlineTA,Online Student,"<p><b><span>TA is needed for the HCA 445 class. Applicants must have taken the class and received a B or better. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the HCA 445: Healthcare Finance class. Applicants must have taken the class and received a B or better. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",True,2022-09-02T20:01:42.9487772,Esther Zonts,10,100.0,98.0,Flexible,2022-09-12T07:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,True,[],2022-08-30T06:00:00,2022-09-10T07:00:00,10.0
111,1361043,FHGEN242 OnlineTA,Online Student,"<p>Teaching Assistant is needed for FHGEN 112 online. To qualify for the position, you must have completed FHGEN 111 and 112 with an A. The Teaching Assistant should also be pursuing an Applied Associate&#39;s in Family History or an Interdisciplinary Degree with a concentration in Family History. The position would require around 5 hours of work per week. Weekly duites include: 1. Review lesson material (prepare) 2. Monitor and participate in Questions &amp; Conversations DB 3. Facilitate and grade discussions (TOA) 4. Teaching assistant&#39;s mentor students as requested by students or Instructor. 5. Other assignments as specified by Instructor. The job hours are flexible to the position. You must be living in Idaho or Utah.</p><p></p><p><span>Please upload a copy of your unofficial transcript with application,</span></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","Teaching Assistant is needed for FHGEN 112 online: Introduction to Family History, Part Two: Analysis of Research Evidence. To qualify for the position, you must have completed FHGEN 111 and 112 with an A. The Teaching Assistant should also be pursuing an Applied Associate's in Family History or an Interdisciplinary Degree with a concentration in Family History. The position would require around 5 hours of work per week. Weekly duites include: 1. Review lesson material (prepare) 2. Monitor and p",True,2022-09-02T20:01:42.792501,Esther Zonts,up to 5,100.0,98.0,Flexible,2022-09-15T20:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,True,[],2022-09-01T23:00:00,2022-09-13T20:00:00,10.0
112,1361042,CONST285 OnlineTA,Campus Teaching Assistants,"<p>A teaching assistant is needed for this class to help grade assignments and tutor students. You must be living in Idaho or Utah. You must have passed the course with a B or higher.</p><p>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time.</p><p></p><p><span>For more information please contact the </span>Online Academic Support Office<span> at 208-496-1595 or oas.employment&#64;byui.edu.<span> </span></span></p><p></p><p>Please attach your unofficial transcript with your resume and cover letter. You can upload your unofficial transcript by following the instructions below:</p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application</span></p>",A teaching assistant is needed for this class to help grade assignments and tutor students.,True,2022-09-02T20:01:42.7606613,Esther Zonts,5,100.0,97.0,Flexible,2022-09-18T05:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,False,"[{'jobMajorId': 480, 'jobId': 1361042, 'majorId': '345', 'majorDescription': 'Architectural Technology', 'majorDegreeDescription': 'Associate of Applied Science'}, {'jobMajorId': 481, 'jobId': 1361042, 'majorId': 'C126', 'majorDescription': 'Construction Field Supervision', 'majorDegreeDescription': 'Certificate'}, {'jobMajorId': 482, 'jobId': 1361042, 'majorId': '605', 'majorDescription': 'Construction Management', 'majorDegreeDescription': 'Bachelor of Science'}, {'jobMajorId': 483, 'jobId': 1361042, 'majorId': '391', 'majorDescription': 'Construction Superintendency', 'majorDegreeDescription': 'Associate of Applied Science'}, {'jobMajorId': 484, 'jobId': 1361042, 'majorId': '606', 'majorDescription': 'Virtual Design and Construction', 'majorDegreeDescription': 'Bachelor of Science'}]",2022-09-01T08:00:00,2022-09-12T21:00:00,10.0
113,1361038,TA116 OnlineTA,Campus Teaching Assistants,"<p><b><span>TA is needed for the TA 116 class. Applicants must have taken the class and received an A. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application</span></b></p>","TA is needed for the TA 116: Dramatic Stucture and Analysis class. Applicants must have taken the class and received an A. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",True,2022-09-02T20:01:42.6481012,Esther Zonts,5,100.0,97.0,flexible,2022-09-12T23:00:00,2020-10-20T01:00:00,True,False,0,[],[],False,False,[],2022-06-24T20:00:00,2022-09-30T23:00:00,10.0
114,1361037,TA116 OnlineTA,Online Student,"<p><b><span>TA is needed for the TA 116 class. Applicants must have taken the class and received an A. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time. For more information please contact the Online Academic Support Office at oas.employment&#64;byui.edu or call 208-496-1595. Please upload your unofficial transcript to this application by following the steps below:</span></b></p><p><b><span>1. Sign into the BYUI website</span></b></p><p><b><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></b></p><p><b><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></b></p><p><b><span>4. Select &#34;Records&#34;</span></b></p><p><b><span>5. Then, click on &#34;transcript request&#34;</span></b></p><p><b><span>6. On the left click &#34;view unofficial transcript&#34;</span></b></p><p><b><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></b></p><p><b><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></b></p><p><b><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></b></p>","TA is needed for the TA 116: Dramatic Stucture and Analysis. class. Applicants must have taken the class and received an A. The hours for this job vary, depending on TA load each week. Applicants must be living in Idaho or Utah.",True,2022-09-02T20:01:42.6012267,Esther Zonts,up to 5,100.0,100.0,flexible,2022-09-12T15:00:00,2020-10-20T01:00:00,True,False,0,[],[],False,True,[],2022-06-24T12:00:00,2022-09-30T15:00:00,10.0
115,1361034,BUS375 OnlineTA,Campus Teaching Assistants,"<p>A Teaching Assistant is needed for BUS 375 online. This was class was formerly known as B 275.  To qualify for the position, you must have taken the course and received a B or better. The position would require around 5 hours of work per week. TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working every day to make sure all tasks are done on time. The job hours are flexible to the position. You must be living in Idaho or Utah.</p><p></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","A Teaching Assistant is needed for BUS 375 online. This was class was formerly known as B 275. To qualify for the position, you must have taken the course and received a B or better. The position would require around 5 hours of work per week. The job hours are flexible to the position. You must be living in Idaho or Utah. For more information please contact the Online TA/Tutoring Office at 208-496-1595 or oas.employment@byui.edu. Our office may contact you by phone or text during the hiring proc",True,2022-09-02T20:01:42.4918256,Esther Zonts,5 (up to 10),100.0,93.0,flexible,2022-09-12T13:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,False,[],2022-08-30T13:00:00,2022-09-10T13:00:00,10.0
116,1361031,CIT325 OnlineTA,Online Student,"<p>Teaching Assistant is needed for CIT 325 online. To qualify for the position, you must have taken the course and received a A- or better. The Teaching Assistant would assist students during weekly lab times (Tuesdays and Thursdays 6:00 pm - 10:00 pm, Saturdays 9:00 am- 5:00 pm) and must be available for one-on-one tutoring. You must be living in Idaho or Utah. <span>Our office may contact you by phone or text during the hiring process.</span></p><p></p><p>TAs work in instructional teams. Timely completion of assigned work is crucial to success. TA&#39;s needs to be self-disciplined by being committed and consistent in working everyday to make sure all tasks are done on time.</p><p></p><p>For more information please contact the  Online Academic Support Office at 208-496-1595 or oas.employment&#64;byui.edu.</p><p></p><p><span>Please upload a copy of your unofficial transcript with application,</span></p><p><span>Directions for downloading unofficial student transcripts</span></p><p><span> </span></p><p><span>1. Sign into the BYUI website</span></p><p><span>2 On the left, there are some menus to choose from. Choose the &#34;Academic Resources&#34; menu.</span></p><p><span>3. There is a &#34;more&#34; arrow on this menu. Click on that.</span></p><p><span>4. Select &#34;Records&#34;</span></p><p><span>5. Then, click on &#34;transcript request&#34;</span></p><p><span>6. On the left click &#34;view unofficial transcript&#34;</span></p><p><span>7. Two arrows come down underneath this. Click on &#34;pdf unofficial transcript&#34;.</span></p><p><span>8. Once you see your transcript, you can download it as a PDF file on your computer or usb drive.</span></p><p><span>9. Then upload this pdf file as one of the 3 attachments (resume, cover letter, transcript) on your application.</span></p>","A Teaching Assistant is needed for CIT 325 online: Database Programming. To qualify for the position, you must have taken the course and received an A- or better. The Teaching Assistant would assist students during weekly lab times (Tuesdays and Thursdays 6:00 pm - 10:00 pm, Saturdays 9:00 am- 5:00 pm) and must be available for one-on-one tutoring.   You must be living in Idaho or Utah. For more information please contact the  Online Academic Support Office at 208-496-1595 or oas.employment@byui",True,2022-09-02T20:01:42.4293208,Esther Zonts,up to 10,100.0,100.0,Flexible,2022-09-13T06:00:00,2020-10-20T01:00:00,True,True,50,[],[],False,True,[],2022-08-18T14:00:00,2022-09-11T06:00:00,11.3
